MSA,Syrian,lang
 كان علي يسافر كثيرًا بسبب عمله، وفي كل مرة يذهب إلى اليابان يتأكد من شراء بعض الملابس التقليدية. غالبًا ما أخذ مقاس اثنتي وعشرين في اليابان. وجد صعوبة في العثور على هذا المقاس في بلدان أخرى، لكن في اليابان كان الأمر أسهل. كان يعتز بتلك الملابس ويعتبرها تذكارات ثمينة من رحلاته. , علي دايماً كان يسافر كتير بسبب شغلو، وبكل مرة يروح ع اليابان بيتأكد يشتري شوية ملابس تقليدية. دايماً كان ياخد مقاس اتنين وعشرين باليابان. كان يلاقي صعوبة يلاقي هالمقاس ببلاد تانية، بس باليابان كان الأمر أسهل. كان بيحتفظ بهالملابس كتذكارات ثمينة من سفراتو. ,Syrian
 في يوم مشمس، سأل خالد عن ساعات عمل متحف الفن فأجابه الحارس بأن المتحف يفتح أبوابه من الثامنة صباحًا حتى السادسة مساءً. ملئ خالد بالحماس لزيارة المتحف، فقد كان يعشق الفنون بشتى أنواعها. عند وصوله، غمرته الدهشة من الأعمال الفنية العظيمة التي شاهدها، وقضى اليوم كله يتجول بين اللوحات والتماثيل. عند الخروج، شكر خالد الحارس على معلوماته وعزم على العودة مرة أخرى. , بيوم مشرق، خالد سأل عن ساعات عمل متحف الفن، الحارس أجابو إنو المتحف بيفتح من الثمانية الصبح للستة المسا. خالد انحمس كتير لزيارة المتحف لأنو بيحب الفنون بكل أنواعها. لما وصل عالمتحف، اندهش من الأعمال الفنية العظيمة يلي شافها، وقضى اليوم كلو عم يتجول بين اللوحات والتماثيل. لما طالع، شكر خالد الحارس عالمعلومات وحازم يرجع مرة تانية. ,Syrian
" كان هناك رجل يريد شراء سلعة من السوق. عندما اختار ما يحتاجه، سأل البائع ""أين يجب أن أدفع؟"". أشار البائع إلى زاوية السوق حيث كانت الصندوق. ذهب الرجل وأدى الثمن ثم غادر مسروراً بما اشترى. "," كان في رجل بدو يشتري شغلات من السوق. لما انتقى يلي بدو ياه، سأل البياع ""وين لازم أدفع؟"". البياع أشرلو على زاوية السوق وين الكاشير. راح الرجل دفع المصاري وترك المكان مبسوط بشرايتو. ",Syrian
 وجد أحمد كارتاً على الأرض فنظر إليه ملياً وتساءل عن صاحبه. قرر أن يبحث عن صاحب الكارت ليعيده إليه. بعد البحث والسؤال في الحي، تمكن أحمد من العثور على صاحب الكارت. سلم الكارت إلى صاحبه وشعر بالسعادة لأنه قام بعمل طيب. , لقى أحمد كرت عالأرض فراح شاف فيه منيح وصار يفكر مين ممكن يكون صاحبه. قرر يدور عاللي فقد الكرت ليرجعلو ياه. بعد ما سأل الناس بالحارة، عرف أحمد مين هو صاحب الكرت. أعطاه إياه وحس بفرح كتير لأنه عمل شي حلو. ,Syrian
 كانت هذه أول رحلة خارجية لأحمد. شعر بالحماس لاستكشاف ثقافات جديدة. عقد العزم على تعلم بعض كلمات اللغة الجديدة. ووجد في نهاية الرحلة أنه قد أصبح أكثر انفتاحًا وتقبلاً للآخر. , هادي كانت أول سفرة برا البلد لأحمد. حس بحماس كتير ليستكشف ثقافات جديدة. عزم إنو يتعلم شوية كلمات من اللغة الجديدة. وبالآخر، لاقى حالو صار أكثر انفتاح وقبول للآخرين. ,Syrian
" كان هناك كتابان على الطاولة، أحدهما للمبتدئين والآخر للمتقدمين. سأل الطالب الجديد المعلم أيهما الخاص بمنهج المبتدئين. ابتسم المعلم وأشار إلى الكتاب ذو الغلاف الملون قائلاً: ""هذا هو لك"". شعر الطالب بسعادة وبدأ في تصفح الكتاب استعدادًا لرحلته التعليمية. "," كان في كتابين على الطاولة، واحد للمبتدئين والتاني للمتقدمين. الطالب الجديد سأل الأستاذ أي واحد الهم خاص بمنهج المبتدئين. الأستاذ ابتسم وأشار على الكتاب يلي عليه ألوان وقال: ""هاد هو الك لإلك"". الطالب صار مبسوط وبلش يتصفح الكتاب متحضر لمشواره التعليمي. ",Syrian
 بالتأكيد هذا البلد به أكثر من نوع من الفاكهة. في يوم من الأيام، قرر أحمد أن يزور السوق ليشتري بعض الفواكه المتنوعة. وجد تشكيلة واسعة من الفاكهة المحلية والاستوائية، فأحب أن يجرب الأنواع التي لم يسبق له تذوقها. انتهى به الأمر وهو يحمل أكياسًا مليئة بالفواكه الشهية التي تعكس تنوع الثقافات في بلده. , أكيد هالبلد فيو أنواع كتيرة من الفواكه. بيوم من الأيام، قرر أحمد يروح على السوق ليشتري شوية فواكه متنوعة. لقى تشكيلة واسعة من الفواكه المحلية والاستوائية، فحب يجرب أصناف ما كان جربها من قبل. وبالآخر، رجع على البيت معبّي أيديه بأكياس الفواكه الطيبة يلي بتعكس تنوع الثقافات ببلدو. ,Syrian
 وجد محمد حقيبة في الحديقة وشعر بالفضول ليعرف محتوياتها. قرر أن يأخذها إلى البيت ليتثبت منها بأمان. عند فتحها، اكتشف أنها مليئة بالكتب النادرة. شعر بالمسؤولية للبحث عن صاحب الحقيبة وإعادتها. , لقي محمد شنتة بالحديقة وصار فضولان يعرف شو جواتها. قرر ياخدها على البيت ليتأكد منها. يوم فتحها، اكتشف إنها كانت مليانة كتب نادرة. حس بالمسؤولية يدور ع صاحب الشنتة ويرجعها إلو. ,Syrian
 كان يحيى يتزلج على المنحدر عندما شعر بالجوع، فسأل أحد المارة عن وجود مطاعم قريبة. أخبره الرجل أن هناك مقهى صغير على قمة التل. توجه يحيى نحو المقهى واستمتع بوجبة دافئة مع إطلالة رائعة. شعر بالسعادة والامتنان لذلك اليوم المثالي. , كان يحيى عم يتزلج على المنحدر وحس بالجوع، فسأل واحد من العالم يلي ماشين هنيك إذا في مطاعم قريبة. الزلمة قللو في كافتيريا صغيرة على راس الجبل. راح يحيى عالكافتيريا وتمتع بأكلة سخنة ومنظر حلو. حس بسعادة وامتنان لهاليوم الحلو. ,Syrian
 لقد نسيت خالد مفتاحه داخل البيت وأغلق الباب خلفه. طرق الأبواب المجاورة بحثاً عن مساعدة. استجاب له جاره العجوز وأعطاه مفتاحاً احتياطياً. شعر خالد بالامتنان لوجود جيران مثل هذا الرجل الطيب. , خالد نسي مفتاحو جوا البيت وسكر الباب وراه. خبط ع البيوت يلي جنبو ليلاقي مساعدة. الجار العمو الكبير رد عليه وعطاه مفتاح زيادة. خالد حس بامتنان كبير لأنو عندو جيران متل هالعمو الطيوب. ,Syrian
" في أحد الأيام، ذهب خالد إلى محل صرافة ليحول بعض الدولارات الأمريكية إلى الين الياباني. وقف في الطابور ينتظر دوره، متأملاً في كيف ستساعده هذه العملة في رحلته القادمة إلى طوكيو. عندما وصل دوره، قال للصراف: ""حول هذه الدولارات الأمريكية إلى الين الياباني، من فضلك"". ابتسم الصراف وأنجز المعاملة بسرعة، وهكذا بدأت مغامرة خالد في اليابان بخطوة أولى ناجحة. "," بيوم من الأيام، خالد توجه لمكتب الصرافة ليبدل شوية دولارات أميركية للين ياباني. وقف طابور منتظر دورو، عم يفكر كيف رح تساعدو هالعملة برحلتو الجاي على طوكيو. لما إجا دورو، قال للصراف: ""بدللي هالدولارات الأميركية للين ياباني، لو سمحت"". الصراف ابتسم وخلص المعاملة بسرعة، وهيك خالد بدا مغامرتو باليابان بأول خطوة موفقة. ",Syrian
" وجد أحمد نفسه في المطار، يحتضن صديقه الذي سيسافر إلى بلد بعيد. شعر بثقل في قلبه والدموع تتجمع في عينيه. حاول أن يبتسم لكن عيناه خانتاه. وفي النهاية، لم يستطع سوى همس ""من الصعب قول كلمة وداعاً"". "," لقي أحمد حالو بالمطار، عم يحضن صاحبو يلي عم يسافر على بلد بعيدة. حس بتقيل بقلبو والدموع عم تتجمع بعيونو. حاول يضحك بس عيونو خانوه. وبالآخر، ما قدر يقول غير ""صعبة كتير كلمة الوداع"". ",Syrian
" في إحدى المدن الصغيرة، سأل رجل مارًّا: ""هل هذا مكتب الاستقبال؟ هل يوجد عيادة قريبة؟"" فأجابه المارّ بأدب: ""نعم، توجد عيادة خلف هذا البناء مباشرةً."" شكره الرجل وتوجه إلى العيادة، وهناك تلقى الرعاية الطبية التي كان يحتاجها. "," بواحد من الأحياء الصغيرة، سأل رجال واحد عم يمرق: ""هاد مكتب الاستقبال؟ في عيادة قريبة من هون؟"" الزلمة رد عليه بأدب: ""إي، في عيادة ورا هالبناية طول."" الرجال شكره وتوجه لعند العيادة، وهنيك استلم العناية الصحية يلي كان ناطرها. ",Syrian
" في أحد المطاعم الشهيرة، جلس أحمد بجانب شخص غريب ولاحظ طبقاً شهياً أمامه. لم يتمالك أحمد نفسه فسأل بفضول: ""معذرة، هل لي أن أستفسر منك عن اسم طبقك؟ إنه يبدو لذيذاً."" ابتسم الغريب وأجاب: ""إنها وصفة عائلية خاصة، تُسمى الكبسة العربية."" شعر أحمد بالإعجاب وطلب الوصفة ليجربها في المنزل. "," بواحد من المطاعم المعروفة، كان أحمد قاعد جنب واحد غريب وشاف قدامو صحن شهي. ما قدر يستنى وسألو بحماس: ""عفواً، فيني سألك شو اسم هالطبق؟ شايفو زاكي."" الغريب ضحك وقال لأحمد: ""هاد وصفة من عيلتنا، اسمها الكبسة العربية."" أحمد انبسط وطلب الوصفة ليجربها بالبيت. ",Syrian
 ذهب محمد إلى الطبيب شاكيًا من ألم شديد في ظهره. قال الطبيب إن سبب الألم هو الجلوس الطويل أمام الكمبيوتر. نصحه الطبيب بأخذ استراحات منتظمة وممارسة الرياضة. بدأ محمد بتنفيذ النصائح وشعر بتحسن كبير. , محمد راح عالدكتور يشتكي من وجع كتير بظهرو. الدكتور قلو إنو الوجع من القعدة الطويلة قدام الكمبيوتر. نصحو الدكتور ياخد فترات راحة منتظمة ويمارس رياضة. محمد بلش يعمل بالنصايح وحس بتحسن كتير. ,Syrian
" في تلك الليلة المظلمة، وجد خالد نفسه يائسًا في مطار مجهول. تاه بين البوابات، وأخيرًا توقف أمام بوابة رقم 7 وهمس ""أية بوابة أتوجه إليها بعد ذلك؟"". وبينما هو غارق في حيرته، ظهرت له سيدة مسنة تبتسم، وأرشدته إلى الطريق الصحيح. بفضلها، استطاع الوصول إلى وجهته، مدركًا أن الأمل يمكن أن يأتي من حيث لا يحتسب. "," بليلة ظلمة، خالد لقى حالو تايه بمطار ما بيعرفو. ضاع بين البوابات، ليوقف عند بوابة رقم سبعة ويهمس ""أية بوابة أروحلها هلأ؟"". وهو محتار، طلتلو ست كبيرة بالعمر عم تبتسم، ودلتو على الطريق الصحيح. بمساعدتا، قدر يوصل لمطرح ما كان رايح، وعرف إنه الأمل بيجي من وين ما بتتوقع. ",Syrian
 وجد محمد في جيبه عشرة دولارات فقط، وتساءل إن كانت كافية لركوب التاكسي. استوقف تاكسي وسأل السائق عن الأجرة. أجابه السائق بأن الرحلة ستكلف خمسة عشر دولارًا. شعر محمد بالاحباط لعدم مقدرته على الذهاب إلى العمل بالتاكسي بسبب نقص المال. , محمد لقى بجيبتو عشر دولارات بس، واستغرب إذا بتكفي للروحة على التاكسي. وقف تاكسي وسأل السواق شو بيكلف المشوار. السواق قلّو إنو بدو خمسطعشر دولار. محمد حس حالو مأزوم لأنو ما عندو مصاري كافية ليروح عالشغل على التاكسي. ,Syrian
 أعتقد أنها كانت ممتازة. تمثيل جيد وحبكة جيدة. لذا قررت مشاركة الفيلم مع أصدقائي. جلسنا معًا وبدأنا بمشاهدة العرض. كل منهم أثنى على اختياري للفيلم. أصبحت ليلتنا مليئة بالضحك والتعليقات الممتعة. , بفكر إنها كانت كتير منيحة. التمثيل كان حلو والقصة كانت منيحة. فقررت شارك الفيلم مع رفقاتي. قعدنا سوا وبلشنا نحضر العرض. كل واحد فيهن عم يمدح بالفيلم يلي اخترتو. ليلتنا صارت مليانة ضحك وتعليقات مسلية. ,Syrian
" في يومٍ مشمسٍ، خرج يوسف ليشتري هدية لأمه تقديرًا لجهودها. وجد سوقًا قريبًا يبيع الهدايا الجميلة والزهور الفواحة. اختار باقة وردٍ جميلة وعلبة شوكولاتة فاخرة. عندما عاد إلى المنزل وأعطى أمه الهدية، قالت: ""يا، شكراً جزيلاً."" "," بيوم مشمس، يوسف طلع يشتري هدية لأمو ليشكرها على تعبها. لقي سوق قريب بيبيع هدايا حلوة وورود عطرة. اختار باقة ورد حلوة وعلبة شوكولا فاخرة. لما رجع عالبيت وعطا أمو الهدية، قالتلو: ""يا، شكراً كتير."" ",Syrian
" كان الفندق مزدحمًا عندما وصلت، ولم تعجبني الحجرة التي خُصصت لي. سألت موظف الاستقبال بأدب: ""هل من الممكن أن أرى حجرة أخرى؟"" استجاب العامل بلطف وأراني حجرة مطلة على البحر. شعرت بالرضا وشكرته على حسن تعاونه. "," الفندق كان مليان لما وصلت، وما عجبتني الغرفة يلي عطوني ياها. سألت الموظف على الاستقبال بأدب: ""ممكن شوف غرفة تانية؟"" الموظف كان لطيف وورجاني غرفة بتطل على البحر. حسيت بالراحة وشكرتو على تعاونو الطيب. ",Syrian
 كانت ليلى من أول من ارتدى الفستان الجديد، أنها أحدث موضة هذا الصيف. وسرعان ما لاحظ الجميع أناقتها الفائقة وجمال الفستان. كانت تتمايل بكل ثقة بين الحضور، وعدسات المصورين لا تفارقها. وفي نهاية اليوم، تلقت ليلى عروضاً للتمثيل في إعلانات لأشهر الماركات. , ليلى كانت من أول الناس يلي لبسوا الفستان الجديد، هي أحدث موضة الصيف. كل الناس لاحظو أناقتها وحلاوة الفستان. كانت تمشي بثقة بين الحضور، وعدسات المصورين ما تركتها. وبنهاية اليوم، استلمت ليلى عروض لتمثل بإعلانات لأكبر الماركات. ,Syrian
 أخذني أحمد بسيارته إلى وسط المدينة. وصلنا هناك والشوارع مزدحمة بالناس. تمكنا من العثور على مكان للركن بعد بحث طويل. تجولنا في الأسواق واشترينا الهدايا لعائلتنا. , أحمد أخدني بسيارتو لنص المدينة. وصلنا وكانت الشوارع عم تغص بالناس. تعبنا لما لقينا محل نركن فيه السيارة. تسوقنا بالأسواق واشترينا هدايا لأهلنا. ,Syrian
" في يوم مشمس، سأل علي الموظف في مكتب الإيجار ""هل لي أن أؤجر سيارة؟"" فأجابه الموظف بابتسامة وأشار إلى مجموعة متنوعة من السيارات. اختار علي سيارة رياضية حمراء وتجول بها في المدينة. وفي نهاية اليوم، عاد إلى المكتب معبرًا عن سعادته بتجربة القيادة الممتعة. "," بيوم مشمس، علي سأل الموظف بمكتب التأجير ""ممكن أستأجر سيارة؟"" الموظف ابتسم وورجاه مجموعة من السيارات. علي اختار سيارة رياضية حمرا وتمشى فيها حول المدينة. وبآخر النهار، رجع للمكتب مبسوط كتير بالنزهة يلي عملها. ",Syrian
 في يومٍ مشمسٍ، قرر سامر أن يجرب طبقاً جديداً في مطعمٍ محليّ. عند تذوقه، وجد أنه ذو مذاق غريب. فضوله دفعه لسؤال الطاهي عن المكونات. اكتشف أن الطبق يحتوي على مزيجٍ من التوابل النادرة. , بيوم مشمس، سامر قرر يجرب طبق جديد بمطعم الحارة. يوم ذاقه، لقى طعمته غريبة. فضولو خلاه يسأل الشيف عن المقادير. اكتشف إنو الطبق فيه مزيج من البهارات النادرة. ,Syrian
 قام أحمد بإصلاح السيارة بينما كان والده في الخارج. عندما عاد وجد كل شيء على ما يرام. شعر بالفخر لأن ابنه تحمل المسؤولية. ومن ذلك اليوم، ثقة الأب بأحمد زادت. , أحمد صلح السيارة وأبوه طالع برا. يوم رجع الأب شاف كلشي تمام. حس بالفخر لأن ابنه تحمل المسؤولية. ومن هديك النهار، الثقة بين الأب وأحمد صارت أكبر. ,Syrian
" في أحد الأيام، زار خالد متجراً صغيراً وسأل البائع ""هل لديكم وجبات خفيفة؟"" فأجابه البائع بابتسامة وأشار إلى رف مليء بأنواع مختلفة من الوجبات الخفيفة. خالد اختار بعض الشيبس والمكسرات، وشعر بسعادة عارمة وهو يتناولها في الحديقة. أصبح هذا المتجر وجهته المفضلة كلما شعر بالجوع. "," بيوم من الأيام، خالد راح على دكانة صغيرة وسأل البياع ""عندكن سناكات خفيفة؟"" البياع ابتسم وأشر لرف مليان بأنواع السناكات. خالد اختار شوية شيبس ومكسرات، وحس بفرح كبير وهو عم ياكلهن بالحديقة. صارت هالدكانة المحببة إلو كل ما كان جوعان. ",Syrian
 كان هناك رجل كبير في السن يطلب دائماً من الناس التحدث ببطء لأنه كان يعاني من ضعف السمع. في يوم من الأيام، التقى بطفل صغير حاول شرح قصة ممتعة له. الرجل العجوز طلب من الطفل أن يتكلم ببطء حتى يستطيع فهم القصة جيداً. وبفضل صبر الطفل وتكراره القصة ببطء، استطاع العجوز أن يسمع القصة ويستمتع بها. , كان في رجال كبير بالعمر دايمًا بيطلب من الناس يحكوا معو على مهل لأنو كان سمعو ضعيف. بيوم، لقي صبي صغير حاول يحكيلو قصة حلوة. العمو طلب من الصبي يحكي على مهل عشان يقدر يفهم القصة منيح. بفضل صبر الصبي وإنو عاد القصة على مهل، العمو قدر يسمع القصة ويستمتع فيها. ,Syrian
 سوف أحضر متأخرا ساعة. كان لدي موعد طبي لم أستطع تأجيله. عندما وصلتُ، كان الاجتماع قد بدأ بالفعل. استمعوا إليّ بانتباه وأنا أشرح سبب تأخري. بالنهاية، تفهم الجميع الظروف وتابعنا الاجتماع بسلاسة. , رح أتأخر ساعة لما أجي. عندي موعد طبيب ما قدرت أأجلو. لما وصلت، كان الاجتماع بلش. الكل سمعني منيح وأنا عم بشرح ليش تأخرت. بالآخر، الجميع فهموا الظروف وكملنا الاجتماع من دون مشاكل. ,Syrian
 كان هناك رجل يعيش وحيدًا في بيت صغير على طرف القرية. ذات يوم، وجد قطة جميلة عند عتبة بابه فقرر أن يعتني بها. أصبحت القطة صديقته المفضلة وأضافت البهجة إلى حياته. مرت الأيام وانتشرت قصة الرجل وقطته في القرية، وأصبح معروفًا بكرمه وطيبة قلبه. , كان في رجال عايش لحالو في بيت صغير بأطراف القرية. بيوم من الأيام، لقى قطة حلوة قاعدة عند باب بيتو فقرر يعتني فيها. القطة صارت رفيقتو المفضلة وزادت حياتو فرح. الأيام مرقت وقصة الرجال وقطتو انتشرت بالقرية، وصار معروف بكرمو وطيبة قلبو. ,Syrian
" نظر محمد إلى الساعة وتذكر أنه لم يأكل منذ الصباح. قال لصديقه: ""نعم. انتظر، سوف أحضر لك واحدة."" ذهب إلى البائع واشترى لهما سندويشين. عاد ومعه الطعام، فتناولاه بشهية. "," محمد طالع عالساعة وتذكر إنو ما أكل من الصبح. قللو لرفيقو: ""ايه. استنا، رح جيبلك وحدة."" راح عالبايع واشترالهن سندويشاتين. رجع ومعو الأكل، وأكلوها بنهم. ",Syrian
 في يومٍ مشمسٍ، ذهب أحمد إلى المقهى المفضل لديه. نادله المعتاد كان هناك يبتسم كالعادة. طلب أحمد فنجان قهوته الساخنة وجلس يستمتع بالأجواء. بينما هو يشرب، التقى بصديق قديم ودار بينهما حديث شيق. , بيوم مشمس، راح أحمد عالقهوة يللي بيحبا. النادل يللي دايماً بيخدمو كان موجود وعم يضحك كالعادة. طلب أحمد فنجان قهوتو الحارة وقعد يتمتع بالجو. وهوي عم يشرب، شاف صاحب قديم وصار بيناتن حديث حلو. ,Syrian
 كان الجو غائماً والسماء تكاد تبكي، فقد أخبرت الأرصاد الجوية بأن الأمطار ستتساقط طوال الأسبوع. استعد الناس بالمعاطف والأحذية المطاطية، وأصبحت المظلات صديقاً لا يفارقهم. الأطفال فرحوا بالبرك المائية التي شكلتها الأمطار، ولعبوا تحت قطرات الماء بمرح وسعادة. , الجو كان معتم والسما عم تهد بالمطر، والأرصاد الجوية حكت إنو المطر رح يستمر طول الأسبوع. الناس تجهزو بالمعاطف والأحذية المطاطية، وصارت المظلات رفيق ما بتفارقهم. الأولاد فرحانين بالبرك المي اللي عملتا المطرة، ولعبو تحت القطرات بفرح وسرور. ,Syrian
 وجد أحمد نصف زجاجة عطر متروكة على الرصيف، فقرر أن يأخذها معه. عندما وصل إلى المنزل، رش منها قليلاً وسأل أمه عن رائحتها. أخبرته أمه أن العطر يذكرها بوالده الذي كان يستخدم نفس النوع قبل أن يسافر. شعر أحمد بلحظة من الحنين وقرر الاحتفاظ بالزجاجة كذكرى عزيزة. , لقى أحمد نصف عبوة عطر متروكة على الرصيف، فقرر ياخدها معو. لما وصل عالبيت، رش منها شوي وسأل أمو عن ريحتها. أمو قلتلو إنو العطر بيذكرها بأبوه يلي كان عم يستعمل نفس النوع قبل ما يسافر. حس أحمد بنوبة من الشوق وقرر يخبي العبوة كذكرى غالية. ,Syrian
" في إحدى الأمسيات الموسيقية، سأل خالد صديقه: ""هل لديهم عروض حية؟"" فأجابه بحماس: ""نعم، واليوم ستكون هناك فرقة مشهورة."" فقررا الذهاب معاً واستمتعا بأجواء الحفل الرائعة. عادا إلى المنزل وقد امتلأت قلوبهما بالموسيقى والسعادة. "," بواحد من الأمسيات الموسيقية، خالد سأل رفيقو: ""في عندون عروض مباشرة؟"" صاحبو جاوبو متحمس: ""إي، واليوم رح يكون في فرقة معروفة كتير."" قررو يروحو سوا واستمتعو بأجواء الحفل الحلوة. رجعو للبيت وقلوبون مليانة موسيقى وفرح. ",Syrian
" ذهبت سارة إلى السوق لتشتري حقيبة جديدة. وعندما رأت واحدة أعجبتها، سألت البائع ""هل بإمكاني رؤية هذه الحقيبة؟"" أخرج البائع الحقيبة بابتسامة وأشاد بذوقها الرفيع. بعد أن فحصتها جيدًا، قررت سارة شراء الحقيبة. "," سارة راحت عالسوق تشتري شنتة جديدة. ولما شافت وحدة عجبتها، قالت للبياع ""فيني شوف هالشنتة؟"" البياع طلع الشنتة وابتسم ومدح بذوقها الحلو. بعد ما تفقدتها منيح، سارة قررت تشتري الشنتة. ",Syrian
" في أحد الأيام، سأل الزبون البائع، ""هل لديك شيء آخر؟"" فأجاب البائع بابتسامة وأحضر له قطعة نادرة. شعر الزبون بالسعادة لأنه وجد ما كان يبحث عنه. ومنذ ذلك اليوم، أصبح ذلك الزبون زبونًا دائمًا للمتجر. "," بيوم من الأيام، الزبون سأل البيّاع، ""عندك شي تاني؟"" البيّاع ضحك وجاب لإلو قطعة نادرة. الزبون فرح كتير لإنو لقى يلي كان عم يدور عليه. ومن يومها، صار هالزبون زبون دائم للمحل. ",Syrian
" في يوم من الأيام، كان هناك رجل يعمل بجد ولا يعرف متى يتوقف. ومع مرور الوقت، بدأ يشعر بالإرهاق الشديد. قالت له زوجته ذات مساء: ""أنت بحاجة للراحة."" استمع لنصيحتها وقرر أخذ إجازة ليستعيد نشاطه. "," في يوم من الأيام، كان في رجال كتير شغّال وما عم يعرف إمتى يوقف. مع الأيام، صار يحس حالو تعبان كتير. مرة بالليل، قلتلو مرتو: ""إنت محتاج لراحة."" سمع لنصيحتها وقرر يأخد إجازة ليسترجع طاقتو. ",Syrian
 من فضلك إملأ بطاقة الوصول التالية واستمارة الجمارك. وصل أحمد إلى المطار وفي يده حقيبته الثقيلة. بعد إنهاء الإجراءات، توجه إلى مكتب الاستقبال حيث قابل صديقه القديم. تبادلا الأحاديث والذكريات، ثم اتجها معاً إلى مدينتهما العزيزة. , من فضلك عبي هالبطاقة وكمان ورقة الجمارك. أحمد وصل عالمطار ومعو شنتتو التقيلة. خلص كل الإجراءات، وتوجه على مكتب الاستقبال لقى صاحبو القديم. حكو شوي ورجعو يتذكروا الماضي الحلو، ومن بعدها راحو لبلدهن الحبيبة سوا. ,Syrian
" وقف يحيى على جانب الطريق ينتظر السيارة المتجهة إلى سيتل. عندما مرت السيارة، أشار إليها يحيى متسائلاً ""هل هذه السيارة متجهة إلى سيتل؟"" فأومأ السائق بالإيجاب وتوقف ليقله. شعر يحيى بالامتنان وهو يجلس في السيارة متجهين إلى وجهته. ","  وقف يحيى على جنب الطريق منتظر السيارة يلي عم تروح على سيتل. لما مرقت السيارة، سأل يحيى ""هل هذه السيارة متجهة على سيتل؟"" السواق أيدلو بالإيجاب ووقف لياخدو. يحيى حس بالامتنان وهو قاعد بالسيارة ماشيين على وجهتو. ",Syrian
 ذهب أحمد للجامعة ليسجل في دورة اللغة الإنجليزية، ولكنه فوجئ بارتفاع الرسوم. سأل الموظف إذا كان بالإمكان دفع جزء من الرسوم الآن. وافق الموظف وابتسم قائلاً إن هذا ممكن. شعر أحمد بالسعادة لأنه سيتمكن من البدء في الدورة دون تأخير. , أحمد راح عالجامعة ليسجل بدورة الإنكليزي، بس انصدم بغلاء الرسوم. سأل الموظف إذا بيقدر يدفع جزء من المصاري هلق. الموظف رد عليه بابتسامة وقال إن هالشي ممكن. أحمد صار مبسوط كتير لأنو رح يقدر يبلش الدورة من دون تأخير. ,Syrian
 هذا السؤال دار في ذهن يوسف لدى رؤيته للوردة الجميلة. إنها تبدو حقيقية بألوانها الزاهية وأوراقها الناعمة، لكن شيئا ما يجعله يشك. قرر يوسف أن يقترب ويمسك الوردة ليكتشف الحقيقة. وبمجرد لمسها ابتسم، فالوردة كانت طبيعية وعطرها يفوح في الأجواء. , هالسؤال دور براس يوسف لما شاف الوردة الحلوة. بتبين حقيقية بألوانها الصارخة وأوراقها الندية، بس في شي خلاه يشك. يوسف قرر يتقرب ويمسك الوردة ليتأكد من الحقيقة. أول ما لمسها ابتسم، لأن الوردة طبيعية وريحتها عم تفوح بالمكان. ,Syrian
" في يوم من الأيام، سأل الفتى صديقه بقلق: ""هل ستنتظرني هنا؟"" وعد الصديق بالإنتظار، ولكن مرت الساعات ولم يعد الفتى. ظل الصديق واقفًا ينتظر حتى غروب الشمس، وأدرك أخيرًا أن الوعود أحيانًا لا تُصان. "," بيوم من الأيام، سأل الشب صاحبو متل القلقان: ""رح تستناني هون؟"" صاحبو وعدو إنو رح يستنى، بس الساعات مرقت والشب ما رجع. صاحبو وقف يستنا لتغيب الشمس، وبالآخر عرف إنو الوعود أحياناً بتضل مجرد وعود. ",Syrian
 آه شكراً كنت أبحث عنها منذ قليل. وجدتها أخيرًا تحت كومة الكتب القديمة. كنت أحتاجها لإتمام بحثي العلمي. فرحت كثيرًا لأنها من النوادر. أعدتها إلى مكتبتي بحرص شديد. , أه شكراً، كنت عم دور عليها من شوي. لقيتها أخيرًا تحت دفة الكتب القديمة. كنت محتاجا لتكملة بحثي العلمي. فرحت كتير لأنها من الكتب النادرة. رجعتها على مكتبتي بحذر كبير. ,Syrian
" في يوم من الأيام، ذهب أحمد إلى المتجر لشراء هاتف جديد. عندما وصل إلى الصندوق، سأله البائع ""نقداً أم على بطاقة الائتمان؟"". فكر أحمد للحظة ثم قرر الدفع نقداً لتجنب رسوم الفائدة. شعر بالسعادة وهو يغادر المتجر حاملاً هاتفه الجديد دون أي ديون. "," بيوم من الأيام، أحمد راح على السوق ليشتري موبايل جديد. لما وصل عند الكاشير، البياع سألو ""نقدي أو على البطاقة؟"". أحمد فكر شوي وقرر يدفع نقداً ليتجنب الفوائد. حس بالفرح وهو طالع من السوق مع موبايلو الجديد من دون ديون. ",Syrian
 في يوم مشمس، وجد محمود نفسه في مدينة لم يزرها من قبل. كان ينظر حوله بدهشة، فالمباني كانت ذات طراز فريد والناس يتحدثون بلهجات مختلفة. شعر بالضياع ولكنه كان متحمسًا لاكتشاف هذا المكان الجديد. في نهاية اليوم، تمكن من التعرف على بعض السكان الودودين الذين عرضوا عليه المساعدة. , بيوم مشمس، محمود لقى حالو بمدينة ما كان زارها من قبل. كان عم يطلع حواليه بتعجب، البنايات كانت بتصميم مميز والناس كانو عم يحكو بلهجات مختلفة. حس حالو ضايع بس كمان متحمس يكتشف هالمكان الجديد. بآخر اليوم، قدر يتعرف على شوية ناس طيبين الي عرضو يساعدوه. ,Syrian
