MSA,Egyptian,lang
 صباح الخير. كيف حالك؟ استيقظ عمر باكرًا وقد امتلأ قلبه بالحماس ليوم جديد. تناول إفطاره بسرعة وخرج للقاء أصدقائه في الحديقة. لعبوا كرة القدم وتمتعوا بالضحك والمرح. وفي نهاية اليوم، عاد عمر إلى منزله وهو يشعر بالسعادة والامتنان للحظات الجميلة التي قضاها. , صباح الخير. عامل إيه؟ عمر صحي الصبح بدري وكان متحمس أوي ليوم جديد. خلص فطاره بسرعة وخرج يقابل صحابه في الجنينة. لعبوا كورة وضحكوا واتبسطوا. وفي آخر اليوم، رجع بيتهم وهو مبسوط وممتن للأوقات الحلوة اللي قضاها. ,Egyptian
" في يوم مشمس، قرر أحمد أن يذهب في نزهة إلى الحديقة العامة. وصل إلى البوابة وتفاجأ عندما طلب منه الحارس أن يقدم دليل هوية. قال أحمد معتذرًا، ""أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية."" بعد البحث في جيوبه، وجد بطاقته الشخصية ودخل الحديقة بسعادة. "," في يوم حلو والشمس طالعة، أحمد قرر يروح يتمشى في الجنينة العامة. وصل للباب واتصدم لما الأمين طلب منه يوريه بطاقته. قال أحمد وهو متأسف: ""أنا آسف، محتاج أشوف أي ورقة تثبت مين أنا."" وبعد ما دور في جيوبه، لقى البطاقة بتاعته ودخل الجنينة مبسوط. ",Egyptian
" في أحد الأيام، زار أحمد معرضاً للفن الحديث وتأمل اللوحات بإعجاب. عندما وقف أمام لوحة غريبة الأشكال، شعر بحيرة وفضول. سأل الفنان عن معنى اللوحة، فأجابه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير عميق، أدرك أحمد أن الفن يتجاوز الكلمات ويتحدث مباشرةً إلى الروح. "," في يوم من الأيام، أحمد راح معرض فن حديث وبص للصور وهو مبهور. لما وقف قدام صورة شكلها غريب، حس بحيرة وفضول. سأل الرسام عن معنى الصورة، رد عليه وقاله ""ماذا كان انطباعك؟"". بعد ما فكر كتير، فهم أحمد إن الفن بيعدى الكلام وبيكلم الروح على طول. ",Egyptian
 بالتأكيد، سأحتسي القهوة بعد العشاء. جلس محمد في الشرفة يتأمل النجوم، وفي يده كوب القهوة الساخن. استغرق في التفكير بقصص الأجداد وحكايات الزمن الجميل. ومع كل رشفة، شعر بدفء الذكريات يعود به إلى الماضي. , أكيد، هاشرب القهوة بعد الأكل. محمد قعد على البلكونة يبص للنجوم وهو ماسك كوب القهوة السخن. وقعد يفكر في حكايات الجدود والليالي الحلوة زمان. ومع كل رشفة، حس بدفا الذكريات بترجعه لأيام زمان. ,Egyptian
 إنني سأستقل الرحلة الجوية رقم اثنى عشر المتجهة إلى طوكيو. وصلت المطار مبكرًا، وأتممت إجراءات السفر بسلاسة. جلست في الطائرة متأملاً المناظر الجميلة من النافذة. بعد ساعات، هبطنا في طوكيو وكانت الإثارة تغمرني. , أنا هاخد الطيارة رقم اتناشر اللي رايحة طوكيو. وصلت المطار بدري، وخلصت كل حاجة سريع. قعدت على الكرسي وبصيت من الشباك على المناظر الحلوة. بعد شوية، وصلنا طوكيو وأنا مبسوط جدًا. ,Egyptian
 أراد جمال أن يجري مكالمة دولية ليطمئن على أخيه الذي يعيش في بلد بعيد. عندما وصل إلى الهاتف، اكتشف أن الخدمة معطلة بسبب عاصفة شديدة. شعر بالقلق الشديد ولكنه قرر أن يحاول مرة أخرى بعد ساعات. وأخيرًا، تمكن من الاتصال وسمع صوت أخيه يطمئنه أن كل شيء على ما يرام. , جمال عايز يعمل مكالمة دولية يطمن على أخوه اللي ساكن في بلد بعيد. لما راح للتليفون، لقى الخدمة واقفة عشان في عاصفة جامدة. حس بقلق جامد بس قال هيحاول تاني بعد شوية. وأخيرًا، قدر يكلمه وسمع صوته اللي طمنه إن الأمور تمام. ,Egyptian
 في أحد الأيام، وجد علي محفظة في الشارع وكانت ممتلئة بالنقود. احتار علي في الأمر وقرر أن يبحث عن صاحب المحفظة. بعد خمسة أشهر من البحث، استطاع علي أن يجد صاحب المحفظة وأعادها إليه. شعر صاحب المحفظة بسعادة غامرة وقدم لعلي مكافأة تقديراً لأمانته. , في يوم من الأيام، علي لقى محفظة في الشارع مليانة فلوس. علي حتّار شوية وقرر يدور على صاحب المحفظة. بعد خمسة شهور من الدوارة، علي قدر يلاقي صاحب المحفظة ورجعهاله. صاحب المحفظة فرح أوي وادى لعلي مكافأة عشان يشكره على أمانته. ,Egyptian
 كان السوق يقام في المدينة كل يوم جمعة. في ذلك اليوم، يأتي الناس من كل حدب وصوب لشراء الحاجيات. تعج الأسواق بالباعة والمشترين وصخب الأصوات. وكان علي يحرص دائماً على أن يكون أول الواصلين ليحصل على أفضل البضائع. , كانت السوق بتقام في المدينة كل يوم جمعة. في اليوم ده، الناس بتيجي من كل مكان علشان تشتري اللي نفسها فيه. السوق كانت بتزحم بالبياعين والمشترين وضجة الأصوات. وعلي كان دايمًا بيحرص إنه يكون أول واحد يوصل علشان يلحق أحسن الحاجات. ,Egyptian
" في يومٍ مشمسٍ، خرجت ليلى لشراء ملابس جديدة. وجدت ثوباً أزرقاً رائعاً وسألت البائع: ""أي نوع من الملابس هذا؟"" فأجابها بابتسامة: ""هذا ثوب من الحرير الخالص."" شعرت ليلى بالسعادة لأنها وجدت ما كانت تبحث عنه بالضبط. "," في يوم حلو وشمس، ليلى نزلت تشتري هدوم جديدة. لقت فستان أزرق جميل قوي وسألت اللي بيبيع: ""أي نوع من الهدوم ده؟"" هو رد عليها وهو مبتسم: ""ده فستان من حرير خالص."" ليلى فرحت أوي لما لقت اللي كانت بتدور عليه. ",Egyptian
 كانت الغرفة باردة إلى حد ما، فطلبت من الخادم أن يشعل النار في الموقد. بمجرد أن اشتعلت النار، بدأ الدفء ينتشر في المكان. جلست السيدة في كرسيها المريح وهي تحتسي قهوتها الساخنة. شعرت بالراحة والامتنان للخادم الذي استجاب لطلبها بسرعة. , الأوضة كانت باردة شوية، فطلبت من الخدام يولع في الدفاية. أول ما النار اتشعلت، الدفا بدأ يملي المكان. الست قعدت على الكرسي بتاعها المريح وهي بتشرب قهوتها السخنة. حست بالراحة وشكرت الخدام اللي جاب لها طلبها بسرعة. ,Egyptian
 في يوم مشمس، ذهب خالد إلى السوق ليشتري جل مصفف للشعر. وجد متجراً صغيراً يبيع ما يريد، فدخل واختار أفضل نوع متوفر. بعد أن دفع ثمنه، شعر بالحماس لتجربته على شعره. وعندما عاد إلى المنزل، استخدم الجل ونظر إلى المرآة فابتسم راضياً عن مظهره الجديد. , في يوم من الأيام الحلوة، خالد راح السوق عشان يجيب جل للشعر. لقى حتة محل صغير بيبيع اللي هو عايزه، دخل واختار النوع الجامد منه. بعد ما دفع الفلوس، كان متحمس جداً يجربه على شعره. ولما رجع البيت، حط الجل وبص في المراية، وضحك على شكله الجديد اللي عجبه أوي. ,Egyptian
 أسف، هذا المكان محجوز بالفعل. وقف خالد مذهولاً وهو يرى اسمه مكتوباً على الكرسي المحجوز. تساءل كيف عرفوا بقدومه مع أنه لم يخبر أحداً. في النهاية، اكتشف أن صديقه قد حجز له المكان كمفاجأة. , آسف، المكان ده محجوز أصلاً. وقف خالد متفاجئ وهو شايف اسمه مكتوب على الكرسي اللي اتحجزله. كان مستغرب أزاي عرفوا إنه جاي وهو مقالش لحد. وفي الآخر، عرف إن صاحبه حجزله المكان ده علشان يفاجئه. ,Egyptian
" في أحد المطاعم الراقية، جلس فارس وصديقته ينتظران النادل. حينما جاء النادل، قال فارس بأدب: ""هل لنا أن نطلع على القائمة؟"" بعد أن قدم النادل القائمة وجدا أن الأصناف متنوعة وشهية. تمنيا لو يستطيعان تجربة كل الأطباق. "," في واحد من المطاعم الشيك، فارس وصاحبته كانوا قاعدين مستنيين الجرسون. لما الجرسون جه، فارس قاله بإحترام: ""ممكن نشوف المنيو؟"" بعد ما الجرسون جاب المنيو، لقوا إن فيه أكلات كتير وكلها تشهي. نفسهم كانت تجرب كل الأكلات اللي فيها. ",Egyptian
 كان هناك شاب يبحث عن بدلة لحضور حفل زفاف صديقه. عندما وصل إلى المتجر، وجد أن مقاسه ستة، وهو مقاس نادر وصعب العثور عليه. بعد بحث طويل، وجد بدلة أنيقة تناسبه تماماً. شعر بسعادة غامرة وذهب إلى الحفل وهو يشعر بالثقة والفخر. , كان فيه شاب كان بيدور على بدلة علشان يروح فرح صاحبه. لما وصل للمحل، لقى إن مقاسه ستة، وده مقاس صعب يتلاقي. بعد ما دور كتير، لقى بدلة شيك جدا بتليق عليه. فرح أوي وراح الفرح وهو حاسس بالثقة والفخر. ,Egyptian
" في إحدى الليالي المظلمة، وجد أحمد نفسه ضائعًا في الغابة. كان قلقًا للغاية وأدرك أن الوضع جدي. نظر حوله يائسًا بحثًا عن مساعدة، وتذكر صديقه القديم الذي يمتلك خبرة في البرية. ""أنا بحالة جدية، لكن هل تمانع في الاتصال بصديق؟""، فكر أحمد وهو يحاول العثور على إشارة هاتف. "," في ليلة ضلمة، أحمد لقى نفسه تايه في الغابة. كان خايف أوي وعرف إن الدنيا سودا. بص حواليه عايز يلاقي حد يساعده، وافتكر صاحبه القديم اللي عنده خبرة في البرية. ""أنا في ورطة كبيرة، بس ينفع أكلم صاحب؟""، ده اللي فكر فيه أحمد وهو بيدور على شبكة الموبايل. ",Egyptian
 في يوم من الأيام، وجد علي محفظة مليئة بالمال في الشارع. قرر علي أن يبحث عن صاحب المحفظة ليعيدها. بعد البحث طويلاً، استطاع أن يجد صاحب المحفظة وهو رجل عجوز. شكر الرجل علي كثيراً وقدم له مكافأة لأمانته. , في يوم من الأيام، لقى علي محفظة مليانة فلوس في الشارع. قرر علي يدور على صاحب المحفظة علشان يرجعهاله. بعد ما دور كتير، قدر يلاقي صاحب المحفظة وهو راجل كبير في السن. الراجل ده شكر علي أوي واداله مكافأة عشان أمانته. ,Egyptian
 كان هناك رجل يحاول إيقاف سيارة أجرة في الشارع. لكنه تذكر أن السيارات لا تقف إلا في الموقف المخصص. فتوجه إلى موقف السيارات وانتظر بصبر. وبعد قليل، تمكن من ركوب سيارة أجرة وذهب إلى وجهته. , كان في واحد بيحاول يقف تاكسي في الشارع. بس فاكر إن التاكسي مابتوقفش غير في الموقف. راح الموقف واستنى شوية. وبعدين، قدر يركب تاكسي وراح على مطرح ما هو رايح. ,Egyptian
 في إحدى رحلاته، قرر أحمد البحث عن فندق اقتصادي حيث أن ميزانيته لا تتجاوز الخمسون دولاراً في الليلة. وجد فندقاً صغيراً في قلب المدينة يلبي حاجاته. كانت الغرفة نظيفة ومريحة، والموظفون ودودون. استمتع أحمد بإقامته وتمكن من اكتشاف العديد من معالم المدينة بميزانية محدودة. , واحد من مرات سفره، قرر أحمد يدور على فندق اقتصادي عشان ميزانيته ما تعديش الخمسين دولار في الليلة. لقى فندق صغير في وسط البلد يناسبه. الأوضة كانت نضيفة ومريحة، والناس اللي شغالين هناك طيبين. أحمد استمتع بإقامته وقدر يشوف حاجات كتير في المدينة بالقليل اللي معاه. ,Egyptian
" في أحد الأيام، قررت مجموعة من الأصدقاء الذهاب في رحلة إلى الجبال. وأثناء التجول، اقترح أحدهم قائلاً: ""هل سنأخذ صورة معا؟"" فوافق الجميع وابتسموا للكاميرا. وعندما عادوا، شاركوا الصورة على مواقع التواصل وأصبحت ذكرى جميلة تجمعهم. "," في يوم من الأيام، قررت شلة صحاب يروحوا رحلة في الجبل. وهما ماشيين، واحد فيهم قال: ""هناخد صورة سوا؟"" كلهم وافقوا وابتسموا للكاميرا. لما رجعوا، حطوا الصورة على السوشيال ميديا وبقت ذكرى حلوة بينهم. ",Egyptian
" كان أحمد يريد إرسال طرد إلى صديقه في الخارج، فذهب إلى مكتب البريد وسأل الموظف: ""كم تبلغ رسوم هذه الخدمة؟"". أجابه الموظف بابتسامة: ""خمسون ديناراً فقط"". شعر أحمد بالسعادة لأن الرسوم كانت أقل مما توقع، فدفع المبلغ وشكر الموظف على مساعدته. "," أحمد كان عايز يبعت طرد لصاحبه اللي في بره البلد، راح للبريد وسأل اللي شغال هناك: ""بكام تمن الخدمة دي؟"". الراجل ضحك وقاله: ""بس خمسين جنيه"". أحمد اتبسط عشان السعر كان أقل من اللي هو متوقع، دفع الفلوس وشكر الراجل على المساعدة. ",Egyptian
 في الربع الأخير من العام، شهدت شركة الألعاب ارتفاعاً في المبيعات بأمريكا الشمالية بنسبة ستة بالمائة. وقد عزت الشركة هذا النجاح إلى إطلاق لعبة جديدة أثارت إعجاب الجمهور. الزيادة في الأرباح سمحت للشركة بتوسيع نطاق عملها وتوظيف المزيد من المطورين. في النهاية، أصبحت الشركة رائدة في صناعة الألعاب بالمنطقة. , في آخر ربع من السنة، شركة الألعاب اللي في أمريكا الشمالية زادت مبيعاتها بستة في المية. الشركة قالت إن السبب في الزيادة دي هو إنها نزلت لعبة جديدة الناس حبتها جداً. الأرباح الزيادة دي خلت الشركة تكبر وتجيب مطورين كمان. وفي الآخر، الشركة بقت من أكبر شركات الألعاب في المنطقة. ,Egyptian
" في يوم مشمس، سأل يوسف صديقه عمر: ""من هو أفضل صديق لك؟"" فابتسم عمر وأجاب: ""أنت يا يوسف، لأنك دوماً تقف بجانبي"". ومنذ ذلك اليوم، أصبحت صداقتهما أقوى وتعاهدا على الوفاء والإخلاص. وكلما واجها تحدياً، تذكرا هذه اللحظة وتجاوزا الصعاب معاً. "," في يوم من الايام الحلوة، يوسف سأل صاحبه عمر: ""مين أحسن صاحب لك؟"" عمر ابتسم وقاله: ""أنت يا يوسف، علشان انت دايماً جنبي"". ومن ساعتها، صداقتهم وطدت أكتر وحلفوا يكونوا أوفياء لبعض. ولما كانوا يقابلوا أي مشكلة، كانوا يفتكروا الكلمتين دول ويعدوا من الصعبات مع بعض. ",Egyptian
 في أحد الأيام، اكتشف يوسف أن هناك بطولة سومو في أمريكا، فقرر المشاركة. بعد تدريب شاق، استطاع يوسف الوصول إلى النهائيات. واجه منافسا قويا، لكنه بحنكته استطاع التغلب عليه. وبذلك توج يوسف بطلا للسومو في بطولة أمريكية، وأصبح مثالا للإصرار والعزيمة. , واحد يوم، يوسف عرف إن فيه بطولة سومو في أمريكا، وقرر يشترك فيها. بعد ما تمرن كتير، وصل يوسف للفاينال. قابل منافس جامد، بس بدهائه قدر يكسبه. وكده يوسف بقى بطل السومو في بطولة أمريكا، وبقى قدوة في الإصرار والعزم. ,Egyptian
 في يوم الصحة الرياضية، اجتمع الناس في الحدائق العامة لممارسة الرياضة. الأطفال كانوا يلعبون كرة القدم، بينما كان الكبار يمارسون تمارين اللياقة البدنية. وُزعت المياه والعصائر لتشجيع المشاركين على الاستمرار في النشاط. في نهاية اليوم، شعر الجميع بالحيوية والصحة الجيدة، مُقدرين أهمية هذه الإجازة القومية. , في يوم الصحة الرياضية، الناس اتلموا في الجناين عشان يعملوا رياضة. الولاد كانوا بيلعبوا كورة، والكبار بيعملوا تمارين لياقة. وزعوا لهم مية وعصير عشان يشجعوهم يكملوا لعب، وفي آخر اليوم، كلهم حسوا بالنشاط والصحة الجامدة، وقدروا قيمة الإجازة دي. ,Egyptian
" في يوم من الأيام، سأل رجل عابر الطريق: ""هل هذا خاص بوول ستريت؟"" فأجابه المارة بابتسامة: ""نعم، هذا هو الطريق المؤدي إلى قلب المال والأعمال."" شعر الرجل بحماس شديد ليبدأ مشواره في عالم الاستثمار. ومع مرور الوقت، أصبح من أشهر المستثمرين في وول ستريت. "," في يوم من الأيام، واحد سأل واحد تاني وهو ماشي في الشارع: ""هل ده طريق وول ستريت؟"" الناس ردوا عليه وهما مبتسمين: ""أيوه، ده الطريق اللي هيوديك لقلب البيزنس والفلوس."" الراجل ده حس بحماس جامد وقرر يبدأ رحلته في عالم الاستثمار. وبعد فترة، بقى من أشهر الناس اللي بيستثمروا في وول ستريت. ",Egyptian
" كانت ليلى تبحث عن مكان للإقامة خلال رحلتها. أعجبتها شقة جميلة وقررت أن تقول ""أرغب في تأجير هذه من الخامس حتى العاشر من ديسمبر"". تواصلت مع المالك وأكدت الحجز. وصلت ليلى واستمتعت بإقامتها في الشقة الرائعة. "," كانت ليلى بتدور على مكان تقعد فيه وقت الرحلة بتاعتها. شافت شقة حلوة وقالت ""أنا عايزة أأجر دي من الخامس للعاشر من ديسمبر"". كلمت صاحب الشقة وأكدت الحجز. لما وصلت ليلى، استمتعت بوقتها في الشقة الجميلة دي. ",Egyptian
" في أحد الأيام، توجهت المرأة العجوز إلى السوق لشراء بعض الحاجيات. وخلال سيرها، التقت بجارها الشاب الذي سألها عن حالها. فأجابته بابتسامة، ""بحالة جيدة، وكيف حالك أنت، يا سيدي؟"" شعر الشاب بالإمتنان لاهتمامها وأصر على حمل مشترياتها إلى المنزل. "," في يوم من الأيام، الست العجوز راحت السوق علشان تجيب حاجات للبيت. وهي ماشية، لاقت الجار الصغير بتاعها اللي سألها عن أحوالها. ردت عليه وهي مبتسمة، ""كويسة الحمد لله، إنت عامل إيه يا بيه؟"" الشاب حس بالامتنان لاهتمامها وأصر إنه يشيل لها الأغراض لحد البيت. ",Egyptian
" في يوم حار، كان أحمد يقود سيارته عندما لاحظ تصاعد الدخان من المحرك. توقف على جانب الطريق وسأل رجلًا كان يمر بجانبه: ""هل تريد أن افحص موتور السيارة؟"" وافق الرجل وبعد الفحص، أخبر أحمد أن هناك مشكلة في المبرد. شكر أحمد الرجل على مساعدته وقرر أن يأخذ السيارة إلى الورشة لإصلاحها. "," في يوم حر جداً، أحمد كان سايق عربيته وفجأة لاقى دخان كتير طالع من الموتور. وقف على جنب الطريق وسأل واحد كان ماشي جمبه: ""تحب تشوفلي موتور العربية؟"" الراجل وافق وبعد ما شافه، قال لأحمد إن فيه مشكلة في التبريد. أحمد شكره وقرر يودي العربية للميكانيكي عشان يصلحها. ",Egyptian
" في يوم من الأيام، وجد أحمد ظرفاً مغلقاً على الطاولة، وكان مكتوباً عليه ""سكر؟"". فتح الظرف بفضول ووجد مفتاحاً صغيراً بداخله. بحث عن الصندوق الذي يتناسب مع المفتاح وعندما فتحه، اكتشف رسالة تقوده إلى مغامرة غامضة. "," في يوم من الأيام، أحمد لقى ظرف مقفول على الترابيزة، وكان مكتوب عليه ""سكر؟"". فتح الظرف وهو فضولي ولقى جواه مفتاح صغير. دوّر على الصندوق اللي المفتاح ده بتاعه، ولما فتحه، اكتشف جواب بيدله على مغامرة محيرة. ",Egyptian
" في أحد الأيام، ذهب خالد إلى المتجر لشراء هدية لأخيه. وعندما اختار الهدية المناسبة، سأل البائع: ""هل يمكنني أن أدفع عن طريق الماستر كارد؟"" فأجابه البائع بابتسامة: ""بالطبع يمكنك ذلك، نقبل جميع البطاقات الائتمانية."" فشعر خالد بالراحة لأنه لم يكن يحمل معه نقوداً كافية. "," في يوم من الأيام، راح خالد للمحل عشان يجيب هدية لأخوه. ولما اختار الهدية اللي عجبته، سأل البياع: ""هل يمكنني أن ادفع بالماستر كارد؟"" البياع ضحك وقاله: ""أكيد يا باشا، احنا بنقبل كل الكروت."" خالد ارتاح لأنه مكنش معاه فلوس كفاية. ",Egyptian
" وصل خالد إلى المطار متأخرًا وسأل أحد العاملين: ""هل هذا هو المكان المخصص لجمع الحقائب الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". أشار العامل إلى السير الذي بدأ يتحرك بالحقائب وأخبر خالد أنه في المكان الصحيح. تنفس خالد الصعداء وانتظر حقيبته بتوتر. وبعد دقائق، ظهرت حقيبته وغادر مسرعًا ليلحق بموعده. "," خالد وصل المطار متأخر وسأل واحد من العمال: ""هل ده المكان اللي المفروض نجمع فيه الشنط الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". العامل اشارله على السير اللي بدأ يلف بالشنط وقاله إنه في الحتة الصح. خالد ارتاح ووقف يستنى شنطته وهو قلق. وبعد شوية، شاف شنطته طلعت ومشي على طول عشان يلحق ميعاده. ",Egyptian
 سآخذ هذا النوع من الكتب لأنه يحتوي على المعلومات التي أحتاجها. بعد أخذ الكتاب، بدأت في قراءته بشغف. وجدت فيه حكم ومواعظ قيمة. أصبح هذا الكتاب مرجعي المفضل في الدراسة والحياة. , هاخد النوع ده من الكتب عشان فيه الحاجات اللي محتاجها. أول ما أخدت الكتاب، بدأت أقرا فيه بحماس. لقيت جواه حكم وعبر مفيدة. الكتاب ده بقى المرجع اللي بحبه في الدراسة والحياه. ,Egyptian
 إنني سعيد جداً لأنني تمكنت من المجيء إلى هذا البلد. وبما أنني هنا، قررت أن أتعلم اللغة والتقاليد. استطعت أن أكون صداقات جديدة وأشعر بأنني جزء من المجتمع. لقد أصبحت هذه الأرض بمثابة وطن جديد لي. , أنا فرحان جداً إني قدرت أجي للبلد ده. وبما إني جيت، حبيت أتعلم اللغة والعادات هنا. عرفت ناس جداد وحسيت إني بقيت جزء منهم. البلد دي بقت بالنسبالي زي بلدي التاني. ,Egyptian
 في أحد الأيام، وجدت رسالة قديمة مطوية تحت باب منزلي. اسمي وعنواني موجودين عليها. تفاجأت بالخط الأنيق والحبر الأزرق الذي لا يزال يحتفظ بلمعانه. فتحت الرسالة بفضول لأكتشف أسرار الماضي التي ستغير حياتي. , في يوم من الأيام، لقيت جواب قديم مطبق تحت الباب بتاع البيت. اسمي وعنواني مكتوبين عليه. استغربت من الخط الجميل والحبر الأزرق اللي لسه بيلمع. فتحت الجواب بفضول عشان أعرف أسرار زمان اللي هتغير حياتي. ,Egyptian
" وقف الرجل في المحطة وهو يحمل عدة حقائب ثقيلة. فجأة، تدحرجت إحدى حقائبه بعيداً، فنادى شاباً قريباً قائلاً ""هل لك أن تساعدني في الوصول إلى حقيبتي؟"" بعد أن ساعده الشاب في استرجاع حقيبته، شكره الرجل بحرارة ودعاه لتناول القهوة كعربون شكر. "," وقف الراجل في المحطة وشايل شنط تقيلة كتير. فجأة، واحدة من شنطه اتدحرجت بعيد، فنده على واد جنبه وقاله ""هل لك تساعدني أوصل لشنطتي؟"" بعد ما الواد ساعده وجابله الشنطة، الراجل شكره أوي وعزمه على فنجان قهوة عشان يشكره. ",Egyptian
" كان علي يتجول في السوق القديم عندما لاحظ حجراً لامعاً بين البضائع. تقدم ليسأل البائع ""أي نوع من الأحجار هذه؟"" فأجابه البائع بأنها حجر العقيق الأثري. أصابت علي الدهشة وقرر شراء الحجر ليضيفه إلى مجموعته. "," كان علي ماشي في السوق القديم لما لاحظ حتة حجر براقة في وسط الحاجات. راح سأل البياع ""أي نوع من الأحجار دي؟"" فرد البياع إنها حجر عقيق أثري. علي اتصدم وقرر يشتري الحجر عشان يحطه في مجموعته. ",Egyptian
 في إحدى القرى البعيدة، حيث السكينة تعم المكان، كانت هناك مجموعة من الناس تعيش على صناعة القوارب الخشبية. , ومع مرور الوقت، ازداد الطلب على هذه القوارب، ما أدى إلى جلب العمال من القرى المجاورة. ,Egyptian
 من هذا الجبل، تستطيع رؤية المدينة بأكملها. خلال هذا الموسم العديد من أنواع الزهور تزدهر، إنها تبدو جميلة جداً. ومع كل صباح، يأتي السكان لاستنشاق الهواء النقي والاستمتاع بالمنظر الخلاب. الأطفال يلعبون بين الأزهار، والكبار يتذكرون أيام شبابهم. , من ع الجبل ده، تقدر تشوف المدينة كلها. في الوقت ده من السنة، بيكتر نوعيات الورد وبتبقى منظرها حلو أوي. وكل صباح، الناس بتيجي تتنسم الهوا النضيف وتتفرج على الجمال اللي حواليهم. الولاد بيلعبوا في وسط الزهور، والكبار بيفتكروا أيام زمان. ,Egyptian
" اتبعني إلى الغابة حيث الأشجار العالية تخفي أسراراً عديدة. وجدنا هناك كوخاً صغيراً مخبأ بين الأوراق. دققت الباب وهمس الريح بألحان غريبة. فتح لنا رجل عجوز وابتسم قائلاً ""لقد انتظرتكما"". "," اتبعوني على الغابة اللي فيها الشجر العالي بيخبي حجات كتير. لقينا هناك أوضة صغيرة مستخبية وسط الشجر. خبطنا على الباب والهوا كان بيغني أغاني غريبة. واحد راجل كبير فتحلنا وابتسم وقال ""كنت مستنيكوا"". ",Egyptian
 من فضلك أخبريه أنت يامادا قد اتصل. في اليوم التالي، انتظرت مادا الرد لساعات طويلة. وعندما جاء الرد أخيرًا، كان صوته مليئًا بالحماس. قرروا أن يلتقوا ويناقشوا مستقبلهم سويًا. , من فضلك قوليله إنتِ يا مادا إنه كلم. تاني يوم، مادا استنت الرد لساعات طويلة. ولما الرد جه أخيرًا، كان صوته مليان حماسة. اتفقوا إنهم يتقابلوا ويتكلموا عن مستقبلهم مع بعض. ,Egyptian
 هل ستقوم بعمل الترتيبات مقدماً؟ سألت سارة وهي تنظر إلى الخريطة بحماس. فردّ جاسم قائلاً: بالطبع، سأحجز الفندق والرحلات السياحية قبل أسبوع من السفر. وفي الأسبوع التالي، جلسا يخططان للمواقع التي يرغبان بزيارتها. وعندما حان وقت الرحلة، كان كل شيء مُعدّاً بإتقان لمغامرة لا تُنسى. , هتعمل الترتيبات الأول بأول؟ سألت سارة وهي ماسكة الخريطة وفرحانة. جاسم رد عليها: أكيد، هحجز الأوتيل والفسح قبل السفر بأسبوع. والأسبوع اللي بعده، قعدوا يخططوا للأماكن اللي عايزين يروحوها. ولما جه وقت السفر، كان كل حاجة مجهزة صح لرحلة ماتتنسيش. ,Egyptian
 حسناً، من فضلك ضع هذه البيانات هنا. هل كانت حقيبة واحدة؟ جاء عمر إلى المطار محملاً بحقيبتين ثقيلتين. أثناء التفتيش، سأله الموظف عن عدد الحقائب فأجاب بتوتر. تبين لاحقاً أن إحدى الحقائب ليست له. , حسناً، من فضلك حط الداتا دي هنا. ده كان شنطة واحدة؟ عمر راح المطار ومعاه شنتين تقيلين. وأنت بتتفتش، سأله العسكري كام شنطة معاك فرد وهو متوتر. بعد كده اكتشفوا إن في شنطة مش بتاعته. ,Egyptian
" في يومٍ مشمس، سأل الأب أولاده: ""هل ترغبون في تناول لحم بقري، دجاج، أم أسماك؟"" فأجاب الأولاد بحماس، ""نريد أسماكاً!"" فذهبوا جميعاً إلى السوق لشراء الأسماك الطازجة. أعد الأب الطعام بعناية وتمتع الجميع بوجبة شهية على وقع أصوات الطبيعة. "," في يوم حلو والشمس طالعة، الأب سأل ولاده: ""عايزين تاكلوا لحمة، فراخ ولا سمك؟"" العيال قالوا بحماس: ""عايزين سمك!"" وروحوا كلهم للسوق يجيبوا سمك طازة. الأب طبخ الأكل بعناية وكلهم استمتعوا بأكلة تحفة وسط صوت العصافير. ",Egyptian
 كان أحمد يفضل دائمًا استكشاف طرق جديدة في طريقه للعمل. في أحد الأيام، قرر أن يأخذ طريقاً غير مألوفٍ لعودته إلى البيت. على الطريق، اكتشف مقهى صغيرًا جذابًا كان مخبأً بين الأزقة الضيقة. ومنذ ذلك اليوم، أصبح يزور هذا المقهى بانتظام، مستمتعًا بتجاربه المختلفة في الذهاب والعودة. , أحمد كان دايمًا بيحب يجرب طرق جديدة وهو رايح شغله. في يوم، قرر يروح بطريق مايعرفوش لما يرجع البيت. في نص الطريق، لقى قهوة صغيرة حلوة كده مستخبية وسط الحواري. ومن ساعتها، بقى رايح القهوة دي على طول، مبسوط بتجاربه المختلفة في الروحة والجية. ,Egyptian
" كان يحيى يبحث عن مكان لتناول وجبة خفيفة، فسأل أحدهم: ""هل يوجد مطعم للوجبات الخفيفة هنا؟"" فأجابه الرجل مشيرًا إلى مطعم صغير في نهاية الشارع. شعر يحيى بالامتنان وتوجه نحو المطعم، ووجد أن الطعام هناك كان لذيذًا ومغذيًا. "," يحيى كان بيدور على حتة ياكل فيها سناك سريع، فسأل واحد: ""في مطعم سناكات هنا ولا إيه؟"" الراجل دله على مطعم صغير آخر الشارع. يحيى حس بالتقدير وراح على المطعم، ولقى الأكل هناك طعمه حلو ومفيد. ",Egyptian
