MSA,Lebanese,lang
 بدأت المباراة في الساعة السابعة مساءً. تجمع الجمهور في المدرجات يهتفون بحماس. لعب الفريقان بمهارة عالية والنتيجة كانت متقاربة. في النهاية، فاز الفريق المضيف بفارق نقطة واحدة. , المباراة ابتدت الساعة سبعة المسا. الجمهور تجمعوا بالمدرجات وعم يهتفوا بحماسة. الفريقين لعبوا مع بعض بمهارة والنتيجة كانت قريبة. بالآخر، فاز فريقنا الأصلي بفارق نقطة. ,Lebanese
 صباح الخير. كيف حالك؟ استيقظ عمر باكرًا وقد امتلأ قلبه بالحماس ليوم جديد. تناول إفطاره بسرعة وخرج للقاء أصدقائه في الحديقة. لعبوا كرة القدم وتمتعوا بالضحك والمرح. وفي نهاية اليوم، عاد عمر إلى منزله وهو يشعر بالسعادة والامتنان للحظات الجميلة التي قضاها. , صباح الخير. كيفك؟ عمر قام من النوم بكير وكان مبسوط ومتحمس ليوم جديد. أكل فطوره على عجل وطلع يلتقي مع رفقاتو بالحديقة. لعبو كرة القدم وضحكوا واستمتعوا سوا. وبآخر النهار، رجع عمر على بيتو مبسوط وممتن للأوقات الحلوة يللي قضاها. ,Lebanese
" في يوم مشمس، قرر أحمد أن يذهب في نزهة إلى الحديقة العامة. وصل إلى البوابة وتفاجأ عندما طلب منه الحارس أن يقدم دليل هوية. قال أحمد معتذرًا، ""أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية."" بعد البحث في جيوبه، وجد بطاقته الشخصية ودخل الحديقة بسعادة. "," بنهار مشمس، أحمد قرر يروح على الحديقة العامة ليتمشى. وصل على البوابة واستغرب لما الحارس طلب منو يشوف هويتو. أحمد اعتذر وقال: ""أسف، لازم شوف أي وثيقة تثبت مين أنا."" بعد ما دور بجيوبو، لقى هويتو ودخل عالحديقة فرحان. ",Lebanese
" في أحد الأيام، زار أحمد معرضاً للفن الحديث وتأمل اللوحات بإعجاب. عندما وقف أمام لوحة غريبة الأشكال، شعر بحيرة وفضول. سأل الفنان عن معنى اللوحة، فأجابه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير عميق، أدرك أحمد أن الفن يتجاوز الكلمات ويتحدث مباشرةً إلى الروح. "," بيوم من الأيام، أحمد زار معرض للفن الحديث وتفرج عاللوحات بإعجاب. لما وقف قدام لوحة غريبة الأشكال، حس بحيرة وفضول. سأل الفنان عن معنى اللوحة، رد عليه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير طويل، فهم أحمد إنو الفن بيتخطى الكلام وبيحكي مباشرةً للروح. ",Lebanese
 بالتأكيد، سأحتسي القهوة بعد العشاء. جلس محمد في الشرفة يتأمل النجوم، وفي يده كوب القهوة الساخن. استغرق في التفكير بقصص الأجداد وحكايات الزمن الجميل. ومع كل رشفة، شعر بدفء الذكريات يعود به إلى الماضي. , أكيد، رح إشرب القهوة بعد العشا. محمد قعد عالشرفة يتأمل النجوم وبإيدو فنجان القهوة الحار. غرق بأفكارو عن حكيات الجدود وأيام زمان الحلوة. ومع كل رشفة، حس بدفا الذكريات يرجعو للماضي. ,Lebanese
 إنني سأستقل الرحلة الجوية رقم اثنى عشر المتجهة إلى طوكيو. وصلت المطار مبكرًا، وأتممت إجراءات السفر بسلاسة. جلست في الطائرة متأملاً المناظر الجميلة من النافذة. بعد ساعات، هبطنا في طوكيو وكانت الإثارة تغمرني. , أنا عم بدي استقل طيارة رقم اثنى عشر لطوكيو. وصلت عالمطار بكير وخلصت كل شي تمام. قعدت بالطيارة وعم بتأمل المناظر الحلوة من الشباك. بعد ساعات، وصلنا عطوكيو وكنت متحمس كتير. ,Lebanese
 أراد جمال أن يجري مكالمة دولية ليطمئن على أخيه الذي يعيش في بلد بعيد. عندما وصل إلى الهاتف، اكتشف أن الخدمة معطلة بسبب عاصفة شديدة. شعر بالقلق الشديد ولكنه قرر أن يحاول مرة أخرى بعد ساعات. وأخيرًا، تمكن من الاتصال وسمع صوت أخيه يطمئنه أن كل شيء على ما يرام. , جمال بدو يعمل مكالمة دولية يطمّن على أخوه يللي عايش ببلد بعيد. لما راح عالتليفون، اكتشف إنو الخدمة مقطوعة من ورا عاصفة قوية. حس بقلق كبير بس قرر يحاول مرة تانية بعد شوي. وأخيرًا، قدر يتواصل مع أخوه وسمع صوتو يطمّنو إنو كلشي منيح. ,Lebanese
 في أحد الأيام، وجد علي محفظة في الشارع وكانت ممتلئة بالنقود. احتار علي في الأمر وقرر أن يبحث عن صاحب المحفظة. بعد خمسة أشهر من البحث، استطاع علي أن يجد صاحب المحفظة وأعادها إليه. شعر صاحب المحفظة بسعادة غامرة وقدم لعلي مكافأة تقديراً لأمانته. , في مرة، علي لقى محفظة بالشارع مليانة مصاري. علي حتّر شوي وقرر يدور على صاحب المحفظة. بعد خمس شهور من الدوران، علي قدر يلاقي صاحب المحفظة ورجعها الو. صاحب المحفظة فرح كتير وعطا علي مكافأة لتقدير أمانتو. ,Lebanese
 كان السوق يقام في المدينة كل يوم جمعة. في ذلك اليوم، يأتي الناس من كل حدب وصوب لشراء الحاجيات. تعج الأسواق بالباعة والمشترين وصخب الأصوات. وكان علي يحرص دائماً على أن يكون أول الواصلين ليحصل على أفضل البضائع. , كانت السوق بتنعقد بالمدينة كل يوم جمعة. بهاليوم، الناس بيجو من كل محل ليشترو اللي بدهم إياه. الأسواق بتصير مليانة بالبياعين والمشترين وصوت الضجة. وعلي دايمًا بيحرص يكون أول واحد يوصل عشان ياخد أحسن البضايع. ,Lebanese
" في يومٍ مشمسٍ، خرجت ليلى لشراء ملابس جديدة. وجدت ثوباً أزرقاً رائعاً وسألت البائع: ""أي نوع من الملابس هذا؟"" فأجابها بابتسامة: ""هذا ثوب من الحرير الخالص."" شعرت ليلى بالسعادة لأنها وجدت ما كانت تبحث عنه بالضبط. "," بنهار مشمس، ليلى طلعت تشتري لبس جديد. لقيت فستان أزرق حلو كتير وسألت البياع: ""شو نوع هاللبس؟"" هوي أجاوبها بابتسامة: ""هيدا فستان من حرير صافي."" ليلى فرحت كتير لأنها لقيت يلي كانت عم تدور عليه. ",Lebanese
 كانت الغرفة باردة إلى حد ما، فطلبت من الخادم أن يشعل النار في الموقد. بمجرد أن اشتعلت النار، بدأ الدفء ينتشر في المكان. جلست السيدة في كرسيها المريح وهي تحتسي قهوتها الساخنة. شعرت بالراحة والامتنان للخادم الذي استجاب لطلبها بسرعة. , الغرفة كانت باردة شوي، فطلبت من الخادم يولّع النار بالمدفأة. من أول ما النار تحركت، الدفا انتشر بالمكان. الست قعدت بكرسيها المرتاح وهي عم تشرب قهوتها الحارة. حست براحة وشكرت الخادم يلي عمل طلبها على طول. ,Lebanese
 في يوم مشمس، ذهب خالد إلى السوق ليشتري جل مصفف للشعر. وجد متجراً صغيراً يبيع ما يريد، فدخل واختار أفضل نوع متوفر. بعد أن دفع ثمنه، شعر بالحماس لتجربته على شعره. وعندما عاد إلى المنزل، استخدم الجل ونظر إلى المرآة فابتسم راضياً عن مظهره الجديد. , بيوم مشمس، خالد راح عالسوق ليشتري جل لتصفيف الشعر. لقى محل صغير بيبيع يللي بدو ياه، دخل واختار أحسن نوع موجود. بعد ما دفع المصاري، حس بحماسة كبيرة ليجربه على شعرو. ولما رجع عالبيت، استعمل الجل وطل عالمراية، ابتسم مبسوط باللوك الجديد تبعو. ,Lebanese
 أسف، هذا المكان محجوز بالفعل. وقف خالد مذهولاً وهو يرى اسمه مكتوباً على الكرسي المحجوز. تساءل كيف عرفوا بقدومه مع أنه لم يخبر أحداً. في النهاية، اكتشف أن صديقه قد حجز له المكان كمفاجأة. , آسف، هالمكان محجوز مسبقًا. وقف خالد مصدوم وهوي شايف اسمو مكتوب عالكرسي يللي انحجزلو. تعجب كيف عرفوا إنو جايي وهو ما حكى لحدا. بالآخر، اكتشف إن صاحبو حجزلو المكان كمفاجأة. ,Lebanese
" في أحد المطاعم الراقية، جلس فارس وصديقته ينتظران النادل. حينما جاء النادل، قال فارس بأدب: ""هل لنا أن نطلع على القائمة؟"" بعد أن قدم النادل القائمة وجدا أن الأصناف متنوعة وشهية. تمنيا لو يستطيعان تجربة كل الأطباق. "," بأحد المطاعم الفخمة، فارس وصاحبته كانوا قاعدين عم ينطروا الجرسون. لما وصل الجرسون، فارس سألو بلطف: ""فينا نشوف القائمة؟"" بعد ما الجرسون قدملن القائمة، شافوا إنو الأطباق كتيرة وكلها بتشهي. تمنوا يقدروا يجربوا كل الأطباق. ",Lebanese
 كان هناك شاب يبحث عن بدلة لحضور حفل زفاف صديقه. عندما وصل إلى المتجر، وجد أن مقاسه ستة، وهو مقاس نادر وصعب العثور عليه. بعد بحث طويل، وجد بدلة أنيقة تناسبه تماماً. شعر بسعادة غامرة وذهب إلى الحفل وهو يشعر بالثقة والفخر. , كان في شاب عم يدور على بدلة ليروح على عرس صاحبو. لما وصل عالمحل، اكتشف إنو مقاسو ستة، وهيدا مقاس نادر وصعب تلاقيه. بعد ما دور كتير، لقى بدلة حلوة كتير مناسبة إلو. حس بفرحة كبيرة وراح عالعرس وهو مبسوط ومفتخر. ,Lebanese
" في إحدى الليالي المظلمة، وجد أحمد نفسه ضائعًا في الغابة. كان قلقًا للغاية وأدرك أن الوضع جدي. نظر حوله يائسًا بحثًا عن مساعدة، وتذكر صديقه القديم الذي يمتلك خبرة في البرية. ""أنا بحالة جدية، لكن هل تمانع في الاتصال بصديق؟""، فكر أحمد وهو يحاول العثور على إشارة هاتف. "," بواحد الليل المعتم، أحمد لقي حالو ضايع بالغابة. كان قلق كتير وعرف إن الوضع صعب. بلش يدور حواليه بحثاً عن مساعدة، وتذكر صاحبو القديم يلي عندو خبرة بالبراري. ""أنا بحالة جدية، بس ما بتمانع تتصل بصديق؟""، هيك فكر أحمد وهوي عم يحاول يلاقي إشارة تلفون. ",Lebanese
 في يوم من الأيام، وجد علي محفظة مليئة بالمال في الشارع. قرر علي أن يبحث عن صاحب المحفظة ليعيدها. بعد البحث طويلاً، استطاع أن يجد صاحب المحفظة وهو رجل عجوز. شكر الرجل علي كثيراً وقدم له مكافأة لأمانته. , بيوم من الأيام، لقى علي محفظة ملياني مصاري بالشارع. قرر علي يدور ع صاحب المحفظة ليرجعلو ياها. بعد ما دور كتير، قدر يلاقي صاحب المحفظة يللي طلع رجال كبير بالعمر. الرجال شكر علي كتير وعطاه مكافأة لأمانتو. ,Lebanese
 كان هناك رجل يحاول إيقاف سيارة أجرة في الشارع. لكنه تذكر أن السيارات لا تقف إلا في الموقف المخصص. فتوجه إلى موقف السيارات وانتظر بصبر. وبعد قليل، تمكن من ركوب سيارة أجرة وذهب إلى وجهته. , كان في شخص عم يحاول يقف تاكسي بالشارع. بس تذكر إنو التاكسي ما بتوقف إلا بالموقف. راح عالموقف وانطر شوي. وبعد شوي، قدر يركب تاكسي وتوجه على وين ما كان رايح. ,Lebanese
 في إحدى رحلاته، قرر أحمد البحث عن فندق اقتصادي حيث أن ميزانيته لا تتجاوز الخمسون دولاراً في الليلة. وجد فندقاً صغيراً في قلب المدينة يلبي حاجاته. كانت الغرفة نظيفة ومريحة، والموظفون ودودون. استمتع أحمد بإقامته وتمكن من اكتشاف العديد من معالم المدينة بميزانية محدودة. , بواحد من رحلاتو، قرر أحمد يدور على فندق اقتصادي لأنو ميزانيتو ما بتتخطى الخمسين دولار بالليلة. لقى فندق صغير بقلب المدينة يناسب حاجاتو. الغرفة كانت نظيفة ومريحة، والموظفين كانوا لطيفين. أحمد استمتع بإقامتو وقدر يكتشف كتير من معالم المدينة بميزانية قليلة. ,Lebanese
" في أحد الأيام، قررت مجموعة من الأصدقاء الذهاب في رحلة إلى الجبال. وأثناء التجول، اقترح أحدهم قائلاً: ""هل سنأخذ صورة معا؟"" فوافق الجميع وابتسموا للكاميرا. وعندما عادوا، شاركوا الصورة على مواقع التواصل وأصبحت ذكرى جميلة تجمعهم. "," بيوم من الأيام، قررت مجموعة من الأصحاب يروحوا على رحلة بالجبال. وهني عم يتمشوا، واحد سأل: ""رح ناخد صورة سوا؟"" الكل وافق وابتسموا للعدسة. لما رجعوا، نزلوا الصورة على السوشال ميديا وصارت ذكرى حلوة بتجمعهم. ",Lebanese
" كان أحمد يريد إرسال طرد إلى صديقه في الخارج، فذهب إلى مكتب البريد وسأل الموظف: ""كم تبلغ رسوم هذه الخدمة؟"". أجابه الموظف بابتسامة: ""خمسون ديناراً فقط"". شعر أحمد بالسعادة لأن الرسوم كانت أقل مما توقع، فدفع المبلغ وشكر الموظف على مساعدته. "," أحمد كان بدو يرسل طرد لرفيقو بالخارج، راح عالبريد وسأل الموظف: ""أديش بتكلف هالخدمة؟"". الموظف ابتسم وقلّو: ""بس خمسين ليرة"". أحمد فرح لأنو السعر كان أقل مما كان متوقع، دفع المصاري وشكر الموظف على مساعدتو. ",Lebanese
 في الربع الأخير من العام، شهدت شركة الألعاب ارتفاعاً في المبيعات بأمريكا الشمالية بنسبة ستة بالمائة. وقد عزت الشركة هذا النجاح إلى إطلاق لعبة جديدة أثارت إعجاب الجمهور. الزيادة في الأرباح سمحت للشركة بتوسيع نطاق عملها وتوظيف المزيد من المطورين. في النهاية، أصبحت الشركة رائدة في صناعة الألعاب بالمنطقة. , بآخر ربع من السنة، شركة الألعاب اللي بأمريكا الشمالية شهدت زيادة بالمبيعات وصلت لستة بالمية. الشركة قالت إنه هيدا النجاح سببه لعبة جديدة نزلوها وعجبت الناس كتير. الزيادة بالأرباح خلت الشركة تكبر شغلها وتوظف مطورين جداد. وبالآخر، صارت الشركة من أهم شركات الألعاب بالمنطقة. ,Lebanese
" في يوم مشمس، سأل يوسف صديقه عمر: ""من هو أفضل صديق لك؟"" فابتسم عمر وأجاب: ""أنت يا يوسف، لأنك دوماً تقف بجانبي"". ومنذ ذلك اليوم، أصبحت صداقتهما أقوى وتعاهدا على الوفاء والإخلاص. وكلما واجها تحدياً، تذكرا هذه اللحظة وتجاوزا الصعاب معاً. "," بيوم مشمس، يوسف سأل صاحبو عمر: ""مين أحسن صديق الّك؟"" عمر ابتسم ورد: ""إنت يا يوسف، لأنك دايماً حدّي"". ومن هيديك النهارة، صارت صداقتن أقوى واتعاهدو يكونو أوفياء لبعض. وكل ما كانو يواجهو صعوبة، كانو يتذكرو هاللحظة ويتخطو العقبات مع بعض. ",Lebanese
 في أحد الأيام، اكتشف يوسف أن هناك بطولة سومو في أمريكا، فقرر المشاركة. بعد تدريب شاق، استطاع يوسف الوصول إلى النهائيات. واجه منافسا قويا، لكنه بحنكته استطاع التغلب عليه. وبذلك توج يوسف بطلا للسومو في بطولة أمريكية، وأصبح مثالا للإصرار والعزيمة. , في يوم من الأيام، يوسف دريان إنو في بطولة سومو بأمريكا، فقرر يشترك فيها. بعد تمرين قاسي، وصل يوسف للنهائيات. كان عندو منافس قوي، بس بذكاءه قدر يفوز عليه. وهيك يوسف صار بطل السومو ببطولة أمريكية وصار مثال للعزيمة والإصرار. ,Lebanese
 في يوم الصحة الرياضية، اجتمع الناس في الحدائق العامة لممارسة الرياضة. الأطفال كانوا يلعبون كرة القدم، بينما كان الكبار يمارسون تمارين اللياقة البدنية. وُزعت المياه والعصائر لتشجيع المشاركين على الاستمرار في النشاط. في نهاية اليوم، شعر الجميع بالحيوية والصحة الجيدة، مُقدرين أهمية هذه الإجازة القومية. , بيوم الصحة الرياضية، الناس تجمعوا بالحدائق ليعملوا رياضة. الصبية كانوا عم يلعبوا كرة القدم، والكبار عم يعملوا تمارين لياقة بدنية. قدموا مي وعصير لتشجيع المشتركين يكفوا عالنشاط. بآخر النهار، كل الناس حسوا بالنشاط والصحة الكتير منيحة، وقدروا أهمية هالعطلة الوطنية. ,Lebanese
" في يوم من الأيام، سأل رجل عابر الطريق: ""هل هذا خاص بوول ستريت؟"" فأجابه المارة بابتسامة: ""نعم، هذا هو الطريق المؤدي إلى قلب المال والأعمال."" شعر الرجل بحماس شديد ليبدأ مشواره في عالم الاستثمار. ومع مرور الوقت، أصبح من أشهر المستثمرين في وول ستريت. "," يوم من الأيام، واحد سأل شخص ماشي عالطريق: ""هيدا طريق وول ستريت؟"" العالم ردوا عليه وعم يبتسموا: ""إيه، هيدا هوّي الطريق يللي بيوصل لقلب المصاري والشغل."" الرجال حس بحماسة كبيرة ليبدأ مشواره بعالم الاستثمار. ومع الوقت، صار من أشهر المستثمرين بوول ستريت. ",Lebanese
" كانت ليلى تبحث عن مكان للإقامة خلال رحلتها. أعجبتها شقة جميلة وقررت أن تقول ""أرغب في تأجير هذه من الخامس حتى العاشر من ديسمبر"". تواصلت مع المالك وأكدت الحجز. وصلت ليلى واستمتعت بإقامتها في الشقة الرائعة. "," كانت ليلى عم تدور على مكان تقعد فيه برحلتها. شافت شقة حلوة وقالت ""بدي إيجار هيدي من الخامس للعاشر من ديسمبر"". حكت مع صاحب الشقة وثبتت الحجز. لما وصلت ليلى، استمتعت بإقامتها بالشقة الحلوة. ",Lebanese
" في أحد الأيام، توجهت المرأة العجوز إلى السوق لشراء بعض الحاجيات. وخلال سيرها، التقت بجارها الشاب الذي سألها عن حالها. فأجابته بابتسامة، ""بحالة جيدة، وكيف حالك أنت، يا سيدي؟"" شعر الشاب بالإمتنان لاهتمامها وأصر على حمل مشترياتها إلى المنزل. "," بيوم من الأيام، راحت العجوز عالسوق تشتري شوي شغلات للبيت. وعطريقا، صادفت الجار الشب اللي سألها كيف حالها. أجابتو بابتسامة، ""منيحة، وإنت شو أخبارك يا سيدي؟"" الشاب حس بالتقدير لإلتفاتها وأصر يحمللها مشترياتها لعند البيت. ",Lebanese
" في يوم حار، كان أحمد يقود سيارته عندما لاحظ تصاعد الدخان من المحرك. توقف على جانب الطريق وسأل رجلًا كان يمر بجانبه: ""هل تريد أن افحص موتور السيارة؟"" وافق الرجل وبعد الفحص، أخبر أحمد أن هناك مشكلة في المبرد. شكر أحمد الرجل على مساعدته وقرر أن يأخذ السيارة إلى الورشة لإصلاحها. "," بيوم حار كتير، أحمد كان عم يسوق سيارتو لما انتبه لدخان عم يطلع من المحرك. وقف على جنب الطريق وسأل شخص كان عم يمشي حدو: ""بدك تفحص موتور السيارة؟"" الزلمة وافق وبعد ما فحصو، قللو أحمد إنو في مشكلة بالتبريد. أحمد شكر الزلمة وقرر ياخد السيارة على الكراج لتصليحها. ",Lebanese
" في يوم من الأيام، وجد أحمد ظرفاً مغلقاً على الطاولة، وكان مكتوباً عليه ""سكر؟"". فتح الظرف بفضول ووجد مفتاحاً صغيراً بداخله. بحث عن الصندوق الذي يتناسب مع المفتاح وعندما فتحه، اكتشف رسالة تقوده إلى مغامرة غامضة. "," في يوم، أحمد لقى ظرف مقفول على الطاولة، مكتوب عليه ""سكر؟"". فتح الظرف من فضولو وشاف جواتو مفتاح صغير. دور عالصندوق يللي بيتناسب مع المفتاح ولما فتحو، اكتشف رسالة بتوجهو لمغامرة مليانة أسرار. ",Lebanese
" في أحد الأيام، ذهب خالد إلى المتجر لشراء هدية لأخيه. وعندما اختار الهدية المناسبة، سأل البائع: ""هل يمكنني أن أدفع عن طريق الماستر كارد؟"" فأجابه البائع بابتسامة: ""بالطبع يمكنك ذلك، نقبل جميع البطاقات الائتمانية."" فشعر خالد بالراحة لأنه لم يكن يحمل معه نقوداً كافية. "," بيوم من الأيام، خالد توجه عالمحل ليشتري هدية لأخوه. ولما اختار يللي بدو ياه، سأل البياع: ""فيي دفع بالماستر كارد؟"" البياع ابتسم وقلّو: ""أكيد، فيك تدفع فيها، نحنا منقبل كل البطاقات."" خالد ارتاح لأنو ما كان معو مصاري كافية. ",Lebanese
" وصل خالد إلى المطار متأخرًا وسأل أحد العاملين: ""هل هذا هو المكان المخصص لجمع الحقائب الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". أشار العامل إلى السير الذي بدأ يتحرك بالحقائب وأخبر خالد أنه في المكان الصحيح. تنفس خالد الصعداء وانتظر حقيبته بتوتر. وبعد دقائق، ظهرت حقيبته وغادر مسرعًا ليلحق بموعده. "," خالد وصل عالمطار متأخر وسأل واحد من العمال: ""هيدا هوي المكان يللي لازم نجمع فيه الشناط الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". العامل إشرلو عالسير يللي بلش يتحرك بالشناط وقللو إنو بالمكان الصح. خالد إرتاح ووقف يستنى شنطتو وهوي قلق. وبعد شوي، طلعت شنطتو وطلع على طول لحق حالو. ",Lebanese
 سآخذ هذا النوع من الكتب لأنه يحتوي على المعلومات التي أحتاجها. بعد أخذ الكتاب، بدأت في قراءته بشغف. وجدت فيه حكم ومواعظ قيمة. أصبح هذا الكتاب مرجعي المفضل في الدراسة والحياة. , رح خد هيدا النوع من الكتب لأنو فيه المعلومات يللي بحاجتهن. بعد ما أخدت الكتاب، بلشت قراءتو بحماسة. لقيت في جواتو حكم وعظات قيمة. هالكتاب صار المرجع يللي بفضلو بالدراسة والحياة. ,Lebanese
 إنني سعيد جداً لأنني تمكنت من المجيء إلى هذا البلد. وبما أنني هنا، قررت أن أتعلم اللغة والتقاليد. استطعت أن أكون صداقات جديدة وأشعر بأنني جزء من المجتمع. لقد أصبحت هذه الأرض بمثابة وطن جديد لي. , أنا كتير مبسوط لأني قدرت إجي على هالبلد. ولما صرت هون، قررت إتعلم اللغة والعادات. خلقت صداقات جديدة وصار عندي إحساس إني صرت جزء من المجتمع. هلق هالأرض صارت متل وطن جديد إلي. ,Lebanese
 في أحد الأيام، وجدت رسالة قديمة مطوية تحت باب منزلي. اسمي وعنواني موجودين عليها. تفاجأت بالخط الأنيق والحبر الأزرق الذي لا يزال يحتفظ بلمعانه. فتحت الرسالة بفضول لأكتشف أسرار الماضي التي ستغير حياتي. , بيوم من الأيام، لقيت رسالة قديمة مطوية تحت باب بيتي. اسمي وعنواني مكتوبين عليها. استغربت من الخط الحلو والحبر الأزرق يلي لسه عم يلمع. فتحت الرسالة بفضول لشوف أسرار الماضي يلي رح تغير حياتي. ,Lebanese
" وقف الرجل في المحطة وهو يحمل عدة حقائب ثقيلة. فجأة، تدحرجت إحدى حقائبه بعيداً، فنادى شاباً قريباً قائلاً ""هل لك أن تساعدني في الوصول إلى حقيبتي؟"" بعد أن ساعده الشاب في استرجاع حقيبته، شكره الرجل بحرارة ودعاه لتناول القهوة كعربون شكر. "," واقف الزلمة بالمحطة وماسك أكياس تقيلة كتير. فجأة، اندحرجت وحدة من أكياسو لبعيد، فصرخ لشب قريب منو وقللو ""فيك تساعدني وصل لشنتة؟"" بعد ما الشب ساعدو ورجعلو شنتتو، الزلمة شكر حبيب القلب وعزمو على فنجان قهوة تقديراً لمساعدتو. ",Lebanese
" كان علي يتجول في السوق القديم عندما لاحظ حجراً لامعاً بين البضائع. تقدم ليسأل البائع ""أي نوع من الأحجار هذه؟"" فأجابه البائع بأنها حجر العقيق الأثري. أصابت علي الدهشة وقرر شراء الحجر ليضيفه إلى مجموعته. "," كان علي عم يتمشى بالسوق القديمة لما شاف حجر لامع بين العرض. قرب يسأل البيّاع ""شو نوع هالأحجار؟"" رد البيّاع إنو حجر عقيق قديم. علي تعجّب وقرر يشتري الحجر ليضيفو على مجموعتو. ",Lebanese
 في إحدى القرى البعيدة، حيث السكينة تعم المكان، كانت هناك مجموعة من الناس تعيش على صناعة القوارب الخشبية. , الحكومة، بدورها، كانت تراقب الوضع عن كثب، محاولةً إيجاد توازن بين الحاجة إلى العمالة والحفاظ على هوية القرية. ,Lebanese
 من هذا الجبل، تستطيع رؤية المدينة بأكملها. خلال هذا الموسم العديد من أنواع الزهور تزدهر، إنها تبدو جميلة جداً. ومع كل صباح، يأتي السكان لاستنشاق الهواء النقي والاستمتاع بالمنظر الخلاب. الأطفال يلعبون بين الأزهار، والكبار يتذكرون أيام شبابهم. , من هالجبل، فيك تشوف المدينة كلها. بهالموسم، كتير أنواع الزهور بتتفتح وبتكون حلوة كتير. وكل صباح، الناس بيجو ليشموا الهوا النقي ويتمتعوا بالمنظر الحلو. الأولاد عم يلعبو بين الأزهار، والكبار عم يتذكرو أيام شبابن. ,Lebanese
" اتبعني إلى الغابة حيث الأشجار العالية تخفي أسراراً عديدة. وجدنا هناك كوخاً صغيراً مخبأ بين الأوراق. دققت الباب وهمس الريح بألحان غريبة. فتح لنا رجل عجوز وابتسم قائلاً ""لقد انتظرتكما"". "," تابعوني ع الغابة وين الأشجار العالية عم تخبي أسرار كتيرة. لقينا هونيك شاليه صغير مخباي بين الأوراق. طقينا ع الباب والريح كانت عم توشوش بألحان غريبة. فتحلنا شيخ كبير وابتسم وقال ""كنت عم استناكن"". ",Lebanese
 من فضلك أخبريه أنت يامادا قد اتصل. في اليوم التالي، انتظرت مادا الرد لساعات طويلة. وعندما جاء الرد أخيرًا، كان صوته مليئًا بالحماس. قرروا أن يلتقوا ويناقشوا مستقبلهم سويًا. , من فضلك قوليلو إنتي يا مادا إنو اتصل. تاني يوم، مادا استنت الجواب ساعات طويلة. ولما الجواب وصل أخيرًا، كان صوتو مليان حماس. اتفقوا إنون يلتقوا ويحكوا عن مستقبلن مع بعض. ,Lebanese
 هل ستقوم بعمل الترتيبات مقدماً؟ سألت سارة وهي تنظر إلى الخريطة بحماس. فردّ جاسم قائلاً: بالطبع، سأحجز الفندق والرحلات السياحية قبل أسبوع من السفر. وفي الأسبوع التالي، جلسا يخططان للمواقع التي يرغبان بزيارتها. وعندما حان وقت الرحلة، كان كل شيء مُعدّاً بإتقان لمغامرة لا تُنسى. , رح تعمل الترتيبات من قبل؟ سألت سارة وهي عم تبصص عالخريطة بحماس. جاسم رد عليها: أكيد، رح حجز الفندق والجولات السياحية قبل السفر بأسبوع. والأسبوع يللي بعدو، قعدوا يخططوا للأماكن يللي بدن يزوروها. ولما إجا وقت السفر، كان كلشي مجهز تمام لمغامرة ما بتنتسى. ,Lebanese
 حسناً، من فضلك ضع هذه البيانات هنا. هل كانت حقيبة واحدة؟ جاء عمر إلى المطار محملاً بحقيبتين ثقيلتين. أثناء التفتيش، سأله الموظف عن عدد الحقائب فأجاب بتوتر. تبين لاحقاً أن إحدى الحقائب ليست له. , منيح، من فضلك حط هالمعلومات هون. كان معك شنطة وحدة؟ عمر راح عالمطار معو شنتين تقيلين. وقت التفتيش، العامل سألو قديه شنط عندك فجاوب بارتباك. بالآخر طلعت وحدة من الشنط مو إلو. ,Lebanese
" في يومٍ مشمس، سأل الأب أولاده: ""هل ترغبون في تناول لحم بقري، دجاج، أم أسماك؟"" فأجاب الأولاد بحماس، ""نريد أسماكاً!"" فذهبوا جميعاً إلى السوق لشراء الأسماك الطازجة. أعد الأب الطعام بعناية وتمتع الجميع بوجبة شهية على وقع أصوات الطبيعة. "," بنهار مشمس، الأب سأل ولادو: ""بدكم تاكلو لحمة، دجاج، ولا سمك؟"" الصبيان ردوا بحماسة: ""بدنا سمك!"" فراحوا كلن عالسوق يشتروا سمك طري. الأب طبخ الأكل بحرص والكل تمتعوا بأكلة زاكية وسط أصوات الطبيعة. ",Lebanese
 كان أحمد يفضل دائمًا استكشاف طرق جديدة في طريقه للعمل. في أحد الأيام، قرر أن يأخذ طريقاً غير مألوفٍ لعودته إلى البيت. على الطريق، اكتشف مقهى صغيرًا جذابًا كان مخبأً بين الأزقة الضيقة. ومنذ ذلك اليوم، أصبح يزور هذا المقهى بانتظام، مستمتعًا بتجاربه المختلفة في الذهاب والعودة. , أحمد كان دايمًا بحب يكتشف طرقات جديدة لما بيروح ع شغله. بيوم من الأيام، قرر يأخد طريق مش مألوف لما يرجع ع بيته. بنص الطريق، لقي قهوة صغيرة حلوة كتير مخباية وسط الأزقة الضيقة. ومن وقتها، صار يروح على هيدي القهوة دومًا، مستمتع بتجاربه المختلفة بالروحة والجية. ,Lebanese
