MSA,Saudi,lang
 صباح الخير. كيف حالك؟ استيقظ عمر باكرًا وقد امتلأ قلبه بالحماس ليوم جديد. تناول إفطاره بسرعة وخرج للقاء أصدقائه في الحديقة. لعبوا كرة القدم وتمتعوا بالضحك والمرح. وفي نهاية اليوم، عاد عمر إلى منزله وهو يشعر بالسعادة والامتنان للحظات الجميلة التي قضاها. , صباح الخير. كيف حالك؟ عمر قام من النوم بدري وكان متحمس ليوم جديد. خلص فطوره بسرعة وطلع يقابل ربعه في الحديقة. لعبوا كورة واستانسوا وضحكوا. وفي نهاية اليوم، رجع عمر لبيته وهو مبسوط وشاكر للأوقات الحلوة اللي قضاها. ,Saudi
" في يوم مشمس، قرر أحمد أن يذهب في نزهة إلى الحديقة العامة. وصل إلى البوابة وتفاجأ عندما طلب منه الحارس أن يقدم دليل هوية. قال أحمد معتذرًا، ""أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية."" بعد البحث في جيوبه، وجد بطاقته الشخصية ودخل الحديقة بسعادة. "," في يوم مشمس، أحمد قرر يروح يتمشى في الحديقة العامة. لما وصل للباب، استغرب لما الحارس طلب منه يوريه بطاقة هويته. أحمد قال وهو يعتذر: ""آسف، أنا محتاج أوريك أي وثيقة تبيّن من أنا."" وبعد ما دور في جيوبه، لقى بطاقة الهوية ودخل الحديقة مستانس. ",Saudi
" في أحد الأيام، زار أحمد معرضاً للفن الحديث وتأمل اللوحات بإعجاب. عندما وقف أمام لوحة غريبة الأشكال، شعر بحيرة وفضول. سأل الفنان عن معنى اللوحة، فأجابه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير عميق، أدرك أحمد أن الفن يتجاوز الكلمات ويتحدث مباشرةً إلى الروح. "," في يوم من الأيام، أحمد زار معرض للفن الحديث وطالع في اللوحات بإعجاب. يوم وقف قدام لوحة أشكالها غريبة، حس بحيرة وفضول. سأل الفنان عن معنى اللوحة، رد عليه بسؤال ""ماذا كان انطباعك؟"". بعد تفكير عميق، أحمد عرف إن الفن يتعدى الكلمات ويخاطب الروح مباشرة. ",Saudi
 بالتأكيد، سأحتسي القهوة بعد العشاء. جلس محمد في الشرفة يتأمل النجوم، وفي يده كوب القهوة الساخن. استغرق في التفكير بقصص الأجداد وحكايات الزمن الجميل. ومع كل رشفة، شعر بدفء الذكريات يعود به إلى الماضي. , أكيد، بأشرب القهوة بعد العشا. محمد جلس في البلكونة يتأمل النجوم ومعاه كوب القهوة الحار. غرق في التفكير بقصص أجدادنا وليالي زمان الحلوة. ومع كل رشفة، حس بدفا الذكريات يعود فيه للماضي. ,Saudi
 إنني سأستقل الرحلة الجوية رقم اثنى عشر المتجهة إلى طوكيو. وصلت المطار مبكرًا، وأتممت إجراءات السفر بسلاسة. جلست في الطائرة متأملاً المناظر الجميلة من النافذة. بعد ساعات، هبطنا في طوكيو وكانت الإثارة تغمرني. , أنا بأخذ الرحلة رقم اثنى عشر اللي بتروح طوكيو. وصلت المطار بدري وخلصت إجراءات السفر بدون مشاكل. جلست في الطيارة وتمعنت في المناظر الجميلة من الشباك. بعد ساعات، هبطنا في طوكيو وأنا مرة متحمس. ,Saudi
 أراد جمال أن يجري مكالمة دولية ليطمئن على أخيه الذي يعيش في بلد بعيد. عندما وصل إلى الهاتف، اكتشف أن الخدمة معطلة بسبب عاصفة شديدة. شعر بالقلق الشديد ولكنه قرر أن يحاول مرة أخرى بعد ساعات. وأخيرًا، تمكن من الاتصال وسمع صوت أخيه يطمئنه أن كل شيء على ما يرام. , جمال يبغى يسوي مكالمة دولية يطمن على أخوه اللي ساكن في بلد بعيد. يوم راح للتلفون، اكتشف إن الخدمة مقطعة بسبب عاصفة قوية. حس بقلق شديد بس قرر يحاول مرة ثانية بعد شوي. وأخيرًا، استطاع يتصل وسمع صوت أخوه اللي طمنه إن كل شيء زين. ,Saudi
 في أحد الأيام، وجد علي محفظة في الشارع وكانت ممتلئة بالنقود. احتار علي في الأمر وقرر أن يبحث عن صاحب المحفظة. بعد خمسة أشهر من البحث، استطاع علي أن يجد صاحب المحفظة وأعادها إليه. شعر صاحب المحفظة بسعادة غامرة وقدم لعلي مكافأة تقديراً لأمانته. , في يوم، علي لقى محفظة في الشارع مليانة فلوس. علي حار في الأمر وقرر يدور على صاحب المحفظة. بعد خمسة شهور من البحث، علي قدر يلقى صاحب المحفظة وردها له. صاحب المحفظة فرح واجد وأعطى علي مكافأة على أمانته. ,Saudi
 كان السوق يقام في المدينة كل يوم جمعة. في ذلك اليوم، يأتي الناس من كل حدب وصوب لشراء الحاجيات. تعج الأسواق بالباعة والمشترين وصخب الأصوات. وكان علي يحرص دائماً على أن يكون أول الواصلين ليحصل على أفضل البضائع. , كانت السوق تقام في المدينة كل يوم جمعة. في هذا اليوم، الناس يجيون من كل مكان عشان يشترون اللي يبونه. الأسواق تصير مليانة بالبايعين والمشترين وصخب الأصوات. وعلي دايم يحرص يكون أول واحد يوصل عشان يحصل على أحسن السلع. ,Saudi
" في يومٍ مشمسٍ، خرجت ليلى لشراء ملابس جديدة. وجدت ثوباً أزرقاً رائعاً وسألت البائع: ""أي نوع من الملابس هذا؟"" فأجابها بابتسامة: ""هذا ثوب من الحرير الخالص."" شعرت ليلى بالسعادة لأنها وجدت ما كانت تبحث عنه بالضبط. "," في يوم مشمس، طلعت ليلى تشتري ملابس جديدة. لقت فستان أزرق جميل وسألت البايع: ""وش نوع هالملابس؟"" هو رد عليها وهو مبتسم: ""هذا فستان من حرير صافي."" ليلى فرحت كثير لأنها لقت اللي كانت تدور عليه. ",Saudi
 كانت الغرفة باردة إلى حد ما، فطلبت من الخادم أن يشعل النار في الموقد. بمجرد أن اشتعلت النار، بدأ الدفء ينتشر في المكان. جلست السيدة في كرسيها المريح وهي تحتسي قهوتها الساخنة. شعرت بالراحة والامتنان للخادم الذي استجاب لطلبها بسرعة. , الغرفة كانت باردة شوي، فطلبت من الخادم يشغّل الدفاية. يوم النار اشتعلت، الدفا بدا ينتشر في المكان. السيدة جلست في كرسيها المريح وهي تشرب قهوتها الحارة. ارتاحت وشكرت الخادم اللي استجاب لطلبها بسرعة. ,Saudi
 في يوم مشمس، ذهب خالد إلى السوق ليشتري جل مصفف للشعر. وجد متجراً صغيراً يبيع ما يريد، فدخل واختار أفضل نوع متوفر. بعد أن دفع ثمنه، شعر بالحماس لتجربته على شعره. وعندما عاد إلى المنزل، استخدم الجل ونظر إلى المرآة فابتسم راضياً عن مظهره الجديد. , في يوم مشمشي، خالد راح السوق يشتري جل لتصفيف الشعر. لقى دكان صغير يبيع اللي يبغاه، دخل واختار أحسن نوع عندهم. بعد ما دفع الفلوس، كان متشوق يجربه على شعرو. ويوم رجع للبيت، استخدم الجل، ولما شاف نفسه بالمراية، ابتسم مرتاح لشكله الجديد. ,Saudi
 أسف، هذا المكان محجوز بالفعل. وقف خالد مذهولاً وهو يرى اسمه مكتوباً على الكرسي المحجوز. تساءل كيف عرفوا بقدومه مع أنه لم يخبر أحداً. في النهاية، اكتشف أن صديقه قد حجز له المكان كمفاجأة. , آسف، هذا المكان محجوز مسبقاً. وقف خالد مستغرب وهو يشوف اسمه مكتوب على الكرسي اللي انحجز. استغرب كيف دروا إنه جاي وهو ما قال لأحد. في النهاية، اكتشف إن رفيجه حجز له المكان كمفاجأة. ,Saudi
" في أحد المطاعم الراقية، جلس فارس وصديقته ينتظران النادل. حينما جاء النادل، قال فارس بأدب: ""هل لنا أن نطلع على القائمة؟"" بعد أن قدم النادل القائمة وجدا أن الأصناف متنوعة وشهية. تمنيا لو يستطيعان تجربة كل الأطباق. "," في واحد من المطاعم الفاخرة، كان فارس وصديقته جالسين ينتظرون النادل. لما جاء النادل، فارس قاله بأدب: ""ممكن نشوف القائمة؟"" بعد ما جاب النادل القائمة، اكتشفوا إن الأصناف كثيرة وكلها تشهي. حبوا يجربون كل الأطباق اللي فيها. ",Saudi
 كان هناك شاب يبحث عن بدلة لحضور حفل زفاف صديقه. عندما وصل إلى المتجر، وجد أن مقاسه ستة، وهو مقاس نادر وصعب العثور عليه. بعد بحث طويل، وجد بدلة أنيقة تناسبه تماماً. شعر بسعادة غامرة وذهب إلى الحفل وهو يشعر بالثقة والفخر. , فيه شاب كان يدور على بدلة عشان يروح زواج رفيجه. يوم وصل للمحل، اكتشف إن مقاسه ستة، وهذا مقاس نادر وصعب تحصله. بعد ما بحث كثير، لقى بدلة أنيقة تناسبه تماماً. فرح واجد وراح للزواج وهو متحمس ومفتخر. ,Saudi
" في إحدى الليالي المظلمة، وجد أحمد نفسه ضائعًا في الغابة. كان قلقًا للغاية وأدرك أن الوضع جدي. نظر حوله يائسًا بحثًا عن مساعدة، وتذكر صديقه القديم الذي يمتلك خبرة في البرية. ""أنا بحالة جدية، لكن هل تمانع في الاتصال بصديق؟""، فكر أحمد وهو يحاول العثور على إشارة هاتف. "," في ليلة مظلمة، وجد أحمد نفسه ضايع في البر. كان متوتر جداً وعرف أن الأمور صارت جدية. ناظر حوله يبغى يلاقي مساعدة، وتذكر رفيجه القديم اللي عنده خبرة في الصحراء. ""أنا في حالة صعبة، بس ما تمانع تكلم صديق؟""، كذا فكر أحمد وهو يحاول يلقى إشارة جوال. ",Saudi
 في يوم من الأيام، وجد علي محفظة مليئة بالمال في الشارع. قرر علي أن يبحث عن صاحب المحفظة ليعيدها. بعد البحث طويلاً، استطاع أن يجد صاحب المحفظة وهو رجل عجوز. شكر الرجل علي كثيراً وقدم له مكافأة لأمانته. , في يوم من الأيام، لقى علي محفظة مليانة فلوس في الشارع. قرر علي يدور على صاحب المحفظة عشان يرجعها له. بعد ما دور كثير، استطاع يلاقي صاحب المحفظة وهو رجل كبير في السن. الرجل شكر علي مرة وحده وعطاه مكافأة على أمانته. ,Saudi
 كان هناك رجل يحاول إيقاف سيارة أجرة في الشارع. لكنه تذكر أن السيارات لا تقف إلا في الموقف المخصص. فتوجه إلى موقف السيارات وانتظر بصبر. وبعد قليل، تمكن من ركوب سيارة أجرة وذهب إلى وجهته. , كان فيه واحد يحاول يوقف تاكسي في الشارع. لكن تذكر أن التاكسي ما توقف إلا في الموقف. راح للموقف وانتظر شوي. وبعد شوي، قدر يركب تاكسي وراح لمكانه. ,Saudi
 في إحدى رحلاته، قرر أحمد البحث عن فندق اقتصادي حيث أن ميزانيته لا تتجاوز الخمسون دولاراً في الليلة. وجد فندقاً صغيراً في قلب المدينة يلبي حاجاته. كانت الغرفة نظيفة ومريحة، والموظفون ودودون. استمتع أحمد بإقامته وتمكن من اكتشاف العديد من معالم المدينة بميزانية محدودة. , في وحدة من رحلاته، قرر أحمد يدور على فندق اقتصادي لأن ميزانيته ما تتعدى الخمسين دولار بالليلة. لقى فندق صغير في نص المدينة يناسبه. الغرفة كانت نظيفة ومريحة، والعمال كانوا طيبين. أحمد استمتع بإقامته وقدر يشوف الكثير من معالم المدينة بميزانية محدودة. ,Saudi
" في أحد الأيام، قررت مجموعة من الأصدقاء الذهاب في رحلة إلى الجبال. وأثناء التجول، اقترح أحدهم قائلاً: ""هل سنأخذ صورة معا؟"" فوافق الجميع وابتسموا للكاميرا. وعندما عادوا، شاركوا الصورة على مواقع التواصل وأصبحت ذكرى جميلة تجمعهم. "," في يوم من الأيام، قررت مجموعة من الربع يروحون رحلة للجبل. وهم يتمشون، واحد فيهم قال: ""بناخذ صورة سوا؟"" الكل وافق وابتسموا للكاميرا. يوم رجعوا، نزلوا الصورة على النت وصارت ذكرى حلوة تلمهم. ",Saudi
" كان أحمد يريد إرسال طرد إلى صديقه في الخارج، فذهب إلى مكتب البريد وسأل الموظف: ""كم تبلغ رسوم هذه الخدمة؟"". أجابه الموظف بابتسامة: ""خمسون ديناراً فقط"". شعر أحمد بالسعادة لأن الرسوم كانت أقل مما توقع، فدفع المبلغ وشكر الموظف على مساعدته. "," أحمد أراد يرسل طرد لصديقه اللي في الخارج، راح للبريد وسأل العامل: ""كم تكلف هالخدمة؟"". العامل ابتسم وقال: ""بس خمسين ريال"". أحمد استانس لأن السعر كان أقل من اللي توقعه، دفع الفلوس وشكر العامل على مساعدته. ",Saudi
 في الربع الأخير من العام، شهدت شركة الألعاب ارتفاعاً في المبيعات بأمريكا الشمالية بنسبة ستة بالمائة. وقد عزت الشركة هذا النجاح إلى إطلاق لعبة جديدة أثارت إعجاب الجمهور. الزيادة في الأرباح سمحت للشركة بتوسيع نطاق عملها وتوظيف المزيد من المطورين. في النهاية، أصبحت الشركة رائدة في صناعة الألعاب بالمنطقة. , في الربع الأخير من السنة، شركة الالعاب اللي في أمريكا الشمالية شافت زيادة في المبيعات بستة في المية. الشركة عزت النجاح هذا للعبة جديدة طرحوها وحازت على إعجاب الناس. زيادة الأرباح مكنت الشركة من توسيع أعمالها وتوظيف مطورين أكثر. وفي النهاية، صارت الشركة رائدة في مجال الألعاب بالمنطقة. ,Saudi
" في يوم مشمس، سأل يوسف صديقه عمر: ""من هو أفضل صديق لك؟"" فابتسم عمر وأجاب: ""أنت يا يوسف، لأنك دوماً تقف بجانبي"". ومنذ ذلك اليوم، أصبحت صداقتهما أقوى وتعاهدا على الوفاء والإخلاص. وكلما واجها تحدياً، تذكرا هذه اللحظة وتجاوزا الصعاب معاً. "," في يوم مشرق، يوسف سأل صديقه عمر: ""مين أفضل صديق لك؟"" عمر ابتسم ورد: ""إنت يا يوسف، لأنك دائمًا جنبي"". ومن ذاك اليوم، صارت صداقتهم أقوى وعاهدوا بعض يبقون أوفياء. وكل ما يواجهون مشكلة، يتذكرون هالكلام ويتغلبون على الصعاب مع بعض. ",Saudi
 في أحد الأيام، اكتشف يوسف أن هناك بطولة سومو في أمريكا، فقرر المشاركة. بعد تدريب شاق، استطاع يوسف الوصول إلى النهائيات. واجه منافسا قويا، لكنه بحنكته استطاع التغلب عليه. وبذلك توج يوسف بطلا للسومو في بطولة أمريكية، وأصبح مثالا للإصرار والعزيمة. , في يوم، يوسف عرف إن فيه بطولة سومو بأمريكا، وقرر يشارك فيها. بعد تمرين متعب، وصل يوسف للنهائيات. قابل خصم قوي، لكن بذكاءه استطاع يهزمه. وكذا يوسف صار بطل سومو في بطولة أمريكية وصار مثال للإصرار والقوة. ,Saudi
 في يوم الصحة الرياضية، اجتمع الناس في الحدائق العامة لممارسة الرياضة. الأطفال كانوا يلعبون كرة القدم، بينما كان الكبار يمارسون تمارين اللياقة البدنية. وُزعت المياه والعصائر لتشجيع المشاركين على الاستمرار في النشاط. في نهاية اليوم، شعر الجميع بالحيوية والصحة الجيدة، مُقدرين أهمية هذه الإجازة القومية. , في يوم الصحة الرياضية، الناس اجتمعوا في الحدائق عشان يسوون رياضة. الأطفال كانوا يلعبون كورة، والكبار يسوون تمارين لياقة. وزعوا موية وعصير عشان يحفزون المشاركين يستمرون بالنشاط. في آخر اليوم، الكل حس بالحيوية والصحة الطيبة، وعرفوا قيمة هالإجازة الوطنية. ,Saudi
" في يوم من الأيام، سأل رجل عابر الطريق: ""هل هذا خاص بوول ستريت؟"" فأجابه المارة بابتسامة: ""نعم، هذا هو الطريق المؤدي إلى قلب المال والأعمال."" شعر الرجل بحماس شديد ليبدأ مشواره في عالم الاستثمار. ومع مرور الوقت، أصبح من أشهر المستثمرين في وول ستريت. "," في يوم من الأيام، سأل رجال واحد يمشي في الشارع: ""هذا طريق وول ستريت؟"" الناس أجابوه وهم يبتسمون: ""إيه، هذا الطريق اللي يوديك لقلب الأموال والأعمال."" الرجال حس بحماس عالي عشان يبدأ رحلته في عالم الاستثمار. وبعد زمن، صار من أشهر المستثمرين في وول ستريت. ",Saudi
" كانت ليلى تبحث عن مكان للإقامة خلال رحلتها. أعجبتها شقة جميلة وقررت أن تقول ""أرغب في تأجير هذه من الخامس حتى العاشر من ديسمبر"". تواصلت مع المالك وأكدت الحجز. وصلت ليلى واستمتعت بإقامتها في الشقة الرائعة. "," كانت ليلى تدور على مكان تسكن فيه أثناء رحلتها. لقت شقة حلوة وقالت ""أبغى أستأجر هذي من الخامس للعاشر من ديسمبر"". اتصلت بصاحب الشقة وحجزتها. لما وصلت ليلى، استانست بإقامتها في الشقة الزينة. ",Saudi
" في أحد الأيام، توجهت المرأة العجوز إلى السوق لشراء بعض الحاجيات. وخلال سيرها، التقت بجارها الشاب الذي سألها عن حالها. فأجابته بابتسامة، ""بحالة جيدة، وكيف حالك أنت، يا سيدي؟"" شعر الشاب بالإمتنان لاهتمامها وأصر على حمل مشترياتها إلى المنزل. "," في يوم من الأيام، العجوز راحت السوق تشتري أغراض للبيت. وهي ماشية، قابلت جارها الشاب اللي سألها عن حالها. ردت عليه وهي تبتسم، ""بخير الحمدلله، وأنت كيف حالك يا سيدي؟"" الشاب انبسط بإهتمامها وأصر يساعدها ويشيل أغراضها للبيت. ",Saudi
" في يوم حار، كان أحمد يقود سيارته عندما لاحظ تصاعد الدخان من المحرك. توقف على جانب الطريق وسأل رجلًا كان يمر بجانبه: ""هل تريد أن افحص موتور السيارة؟"" وافق الرجل وبعد الفحص، أخبر أحمد أن هناك مشكلة في المبرد. شكر أحمد الرجل على مساعدته وقرر أن يأخذ السيارة إلى الورشة لإصلاحها. "," في يوم حار، أحمد كان يسوق سيارته وفجأة شاف دخان يطلع من المحرك. وقف على جنب الطريق وسأل واحد كان يمشي جنبه: ""تبغى تفحص مكينة السيارة؟"" الرجال وافق وبعد الفحص، قال لأحمد إن فيه مشكلة بالتبريد. أحمد شكره وقرر يودي السيارة للورشة يصلحها. ",Saudi
" في يوم من الأيام، وجد أحمد ظرفاً مغلقاً على الطاولة، وكان مكتوباً عليه ""سكر؟"". فتح الظرف بفضول ووجد مفتاحاً صغيراً بداخله. بحث عن الصندوق الذي يتناسب مع المفتاح وعندما فتحه، اكتشف رسالة تقوده إلى مغامرة غامضة. "," في يوم من الأيام، وجد أحمد ظرف مغلق على الطاولة، وكان مكتوب عليه ""سكر؟"". فتح الظرف من فضوله ولقى جواه مفتاح صغير. دور على الصندوق اللي يناسب هالمفتاح ويوم فتحه، اكتشف رسالة تهديه لمغامرة غامضة. ",Saudi
" في أحد الأيام، ذهب خالد إلى المتجر لشراء هدية لأخيه. وعندما اختار الهدية المناسبة، سأل البائع: ""هل يمكنني أن أدفع عن طريق الماستر كارد؟"" فأجابه البائع بابتسامة: ""بالطبع يمكنك ذلك، نقبل جميع البطاقات الائتمانية."" فشعر خالد بالراحة لأنه لم يكن يحمل معه نقوداً كافية. "," في يوم من الأيام، راح خالد للمحل يشتري هدية لأخوه. ويوم اختار الهدية الزينة، سأل البائع: ""هل يمكنني أدفع بالماستر كارد؟"" البائع ابتسم وقال: ""طبعاً، تقدر تدفع بكل البطاقات الائتمانية."" خالد استانس لأنه ما كان عنده فلوس كافية. ",Saudi
" وصل خالد إلى المطار متأخرًا وسأل أحد العاملين: ""هل هذا هو المكان المخصص لجمع الحقائب الخاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". أشار العامل إلى السير الذي بدأ يتحرك بالحقائب وأخبر خالد أنه في المكان الصحيح. تنفس خالد الصعداء وانتظر حقيبته بتوتر. وبعد دقائق، ظهرت حقيبته وغادر مسرعًا ليلحق بموعده. "," خالد وصل المطار متأخر وسأل واحد من العمال: ""هذا هو المكان اللي نجمع فيه الشنط خاصة برحلة ان دبليو رقم تسعة صفر سبعة؟"". العامل دله على السير اللي بدا يتحرك بالشنط وقاله إنه بالمحل الصح. خالد استراح ووقف ينتظر شنطته بقلق. وبعد لحظات، طلعت شنطته ومشى بسرعة عشان يمديه يلحق موعده. ",Saudi
 سآخذ هذا النوع من الكتب لأنه يحتوي على المعلومات التي أحتاجها. بعد أخذ الكتاب، بدأت في قراءته بشغف. وجدت فيه حكم ومواعظ قيمة. أصبح هذا الكتاب مرجعي المفضل في الدراسة والحياة. , بأخذ هالنوع من الكتب لأنه يحتوي على المعلومات اللي أنا محتاجها. بعد ما أخذت الكتاب، بديت أقراه بشوق. لقيت فيه حكم ومواعظ مهمة. صار هذا الكتاب هو المرجع اللي أحبه في الدراسة والحياة. ,Saudi
 إنني سعيد جداً لأنني تمكنت من المجيء إلى هذا البلد. وبما أنني هنا، قررت أن أتعلم اللغة والتقاليد. استطعت أن أكون صداقات جديدة وأشعر بأنني جزء من المجتمع. لقد أصبحت هذه الأرض بمثابة وطن جديد لي. , أنا مره مبسوط لأني قدرت أجي لهذا البلد. وبما إني هنا، قررت أتعلم اللغة والتقاليد. صار عندي أصدقاء جدد وحسيت إني صرت جزء من المجتمع. هالأرض صارت مثل ديرة ثانية لي. ,Saudi
 في أحد الأيام، وجدت رسالة قديمة مطوية تحت باب منزلي. اسمي وعنواني موجودين عليها. تفاجأت بالخط الأنيق والحبر الأزرق الذي لا يزال يحتفظ بلمعانه. فتحت الرسالة بفضول لأكتشف أسرار الماضي التي ستغير حياتي. , في يوم من الأيام، لقيت رسالة قديمة مطوية تحت باب بيتنا. اسمي وعنواني مكتوبين عليها. استغربت من الخط الجميل والحبر الأزرق اللي لا يزال يلمع. فتحت الرسالة بفضول علشان أعرف أسرار الماضي اللي راح تغير حياتي. ,Saudi
" وقف الرجل في المحطة وهو يحمل عدة حقائب ثقيلة. فجأة، تدحرجت إحدى حقائبه بعيداً، فنادى شاباً قريباً قائلاً ""هل لك أن تساعدني في الوصول إلى حقيبتي؟"" بعد أن ساعده الشاب في استرجاع حقيبته، شكره الرجل بحرارة ودعاه لتناول القهوة كعربون شكر. "," وقف الرجال في المحطة وهو حامل أكياس ثقيلة كثيرة. فجأة، تدحرجت وحدة من الأكياس بعيد، فنادى شاب جنبه وقال ""قدر تساعدني أوصل لحقيبتي؟"" بعد ما ساعده الشاب وجاب له حقيبته، الرجال شكره مرة وعزمه على قهوة علامة شكر. ",Saudi
" كان علي يتجول في السوق القديم عندما لاحظ حجراً لامعاً بين البضائع. تقدم ليسأل البائع ""أي نوع من الأحجار هذه؟"" فأجابه البائع بأنها حجر العقيق الأثري. أصابت علي الدهشة وقرر شراء الحجر ليضيفه إلى مجموعته. "," كان علي يتمشى في السوق القديم لما لمح حجر لامع بين السلع. قرب يسأل البائع ""وش نوع هالأحجار؟"" رد البائع إنه حجر عقيق تراثي. علي اندهش وقرر يشتري الحجر يضيفه لمجموعته. ",Saudi
 في إحدى القرى البعيدة، حيث السكينة تعم المكان، كانت هناك مجموعة من الناس تعيش على صناعة القوارب الخشبية. ,Egyptian: في واحدة من القرى البعيدة اللي فيها الهدوء عامر، كان فيه ناس عايشة على صناعة القوارب الخشب. ,Saudi
 من هذا الجبل، تستطيع رؤية المدينة بأكملها. خلال هذا الموسم العديد من أنواع الزهور تزدهر، إنها تبدو جميلة جداً. ومع كل صباح، يأتي السكان لاستنشاق الهواء النقي والاستمتاع بالمنظر الخلاب. الأطفال يلعبون بين الأزهار، والكبار يتذكرون أيام شبابهم. , من هذا الجبل، تقدر تشوف المدينة كلها. في هذا الموسم، واجد أنواع الزهور تتفتح وتصير شكلها جميل جداً. وكل صباح، الناس يجون يتنشقون الهواء النظيف ويستمتعون بالمنظر الخلاب. الأطفال يلعبون بين الزهور، والكبار يسترجعون ذكريات شبابهم. ,Saudi
" اتبعني إلى الغابة حيث الأشجار العالية تخفي أسراراً عديدة. وجدنا هناك كوخاً صغيراً مخبأ بين الأوراق. دققت الباب وهمس الريح بألحان غريبة. فتح لنا رجل عجوز وابتسم قائلاً ""لقد انتظرتكما"". "," تعالوا وراي للغابة حيث الأشجار الطويلة تخبي أسرار كثيرة. حصلنا هناك بيت صغير مستخبي بين الأوراق. دقينا الباب والرياح كانت تهمس بألحان غريبة. رجال كبير فتح الباب وابتسم وقال ""كنت أنتظركم"". ",Saudi
 من فضلك أخبريه أنت يامادا قد اتصل. في اليوم التالي، انتظرت مادا الرد لساعات طويلة. وعندما جاء الرد أخيرًا، كان صوته مليئًا بالحماس. قرروا أن يلتقوا ويناقشوا مستقبلهم سويًا. , الله يخليك قولي له إنتي يا مادا إنه اتصل. اليوم اللي بعده، مادا كانت تنتظر الرد ساعات طويلة. ويوم جاء الرد أخيراً، كان صوته مليء بالحماس. اتفقوا يتقابلون ويتناقشون عن مستقبلهم مع بعض. ,Saudi
 هل ستقوم بعمل الترتيبات مقدماً؟ سألت سارة وهي تنظر إلى الخريطة بحماس. فردّ جاسم قائلاً: بالطبع، سأحجز الفندق والرحلات السياحية قبل أسبوع من السفر. وفي الأسبوع التالي، جلسا يخططان للمواقع التي يرغبان بزيارتها. وعندما حان وقت الرحلة، كان كل شيء مُعدّاً بإتقان لمغامرة لا تُنسى. , بتسوي الترتيبات مقدماً؟ سألت سارة وهي تطالع الخريطة بحماسة. جاسم أجاب: أكيد، بأحجز الفندق والرحلات السياحية قبل السفر بأسبوع. وفي الأسبوع اللي بعده، جلسوا يخططون للأماكن اللي يبغون يزورونها. ويوم جاء وقت السفر، كل شيء كان مجهز عدل لرحلة ما تنسى. ,Saudi
 حسناً، من فضلك ضع هذه البيانات هنا. هل كانت حقيبة واحدة؟ جاء عمر إلى المطار محملاً بحقيبتين ثقيلتين. أثناء التفتيش، سأله الموظف عن عدد الحقائب فأجاب بتوتر. تبين لاحقاً أن إحدى الحقائب ليست له. , طيب، الله يعافيك حط هالبيانات هنا. كان معك شنطة وحدة بس؟ عمر جا للمطار حامل شنطتين ثقيلتين. وأثناء التفتيش، العامل سأله عن كم شنطة معه فرد بتوتر. بعدين اكتشفوا إن وحدة من الشنط موب تبعه. ,Saudi
" في يومٍ مشمس، سأل الأب أولاده: ""هل ترغبون في تناول لحم بقري، دجاج، أم أسماك؟"" فأجاب الأولاد بحماس، ""نريد أسماكاً!"" فذهبوا جميعاً إلى السوق لشراء الأسماك الطازجة. أعد الأب الطعام بعناية وتمتع الجميع بوجبة شهية على وقع أصوات الطبيعة. "," في يوم مشمس، الأب سأل عياله: ""تبغون تاكلون لحم، دجاج، ولا سمك؟"" العيال ردوا بحماس: ""نبغى سمك!"" راحوا كلهم للسوق يشترون سمك طازج. الأب طبخ الأكل بعناية واستمتع الجميع بوجبة لذيذة مع أصوات الطبيعة. ",Saudi
 كان أحمد يفضل دائمًا استكشاف طرق جديدة في طريقه للعمل. في أحد الأيام، قرر أن يأخذ طريقاً غير مألوفٍ لعودته إلى البيت. على الطريق، اكتشف مقهى صغيرًا جذابًا كان مخبأً بين الأزقة الضيقة. ومنذ ذلك اليوم، أصبح يزور هذا المقهى بانتظام، مستمتعًا بتجاربه المختلفة في الذهاب والعودة. , أحمد كان دايم يحب يجرب طرق جديدة لما يروح الدوام. في يوم من الأيام، قرر ياخذ طريق غير معتاد لما يرجع لبيته. في نص الطريق، اكتشف بيت شاي صغير حلو مستخبي بين الأزقة الضيقة. ومن يومها، صار يروح لذاك البيت شاي بشكل مستمر، يتمتع بتجاربه المختلفة في الذهاب والعودة. ,Saudi
" كان يحيى يبحث عن مكان لتناول وجبة خفيفة، فسأل أحدهم: ""هل يوجد مطعم للوجبات الخفيفة هنا؟"" فأجابه الرجل مشيرًا إلى مطعم صغير في نهاية الشارع. شعر يحيى بالامتنان وتوجه نحو المطعم، ووجد أن الطعام هناك كان لذيذًا ومغذيًا. "," يحيى كان يدور على مكان ياكل فيه سناك خفيف، سأل واحد: ""فيه مطعم سناكات هنا؟"" الرجال دلّه على مطعم صغير في آخر الشارع. يحيى شعر بالشكر وتوجه للمطعم، ولقى الأكل هناك طيب وصحي. ",Saudi
